npv_eur,irr,irr_status,all_irrs,simple_payback_years,discounted_payback_years,sustained_discounted_payback_years,lifecycle_cost_pv_eur,equivalent_annual_cost_eur,lcos_eur_mwh,delivered_lcoe_eur_mwh,hybrid_levelised_export_cost_eur_mwh,additional_break_even_payment_eur_kw_year,initial_capex_eur,undiscounted_lifetime_replacements_eur,year_1_net_cashflow_eur,year_1_project_revenue_eur,year_1_operating_cost_eur,lifetime_project_revenue_eur,lifetime_energy_purchase_eur,lifetime_fixed_and_variable_om_eur,lifetime_maintenance_capex_eur,lifetime_decommission_eur,lifetime_residual_eur,lifetime_net_project_cashflow_eur,lifetime_system_dispatch_cost_saving_eur,pv_system_dispatch_cost_saving_eur,system_saving_included_in_project_cashflow,lifetime_net_renewable_gain_mwh,lifetime_battery_discharge_mwh,lifetime_efc,battery_energy_capex_eur,battery_power_capex_eur,battery_other_bop_capex_eur,wind_capex_eur,connection_capex_eur,shared_site_capex_eur,contingency_eur,site_count,block_hours,annualisation_factor,year_1_project_wind_acceptance_ratio,year_1_added_wind_available_mwh,year_1_total_dispatch_down_change_mwh,year_1_net_renewable_gain_proxy_mwh,block_binding_branch_hours,block_unserved_mwh,new_binding_branches,year_1_passive_constraint_dd_mwh,year_1_passive_constraint_relief_mwh,bus,wind_mw,battery_mw,battery_mwh,maintenance,connection_export_mw,connection_import_mw,battery_placements,case_id,technology,sites,allocations,dlr_label,dlr_mean_multiplier,dlr_max_multiplier,years,assumptions_status,result_scope
-60422983.5631907,,no_real_irr,,,,,80750322.39458023,30770044.852786615,278.0748928576905,,,524.7131605042701,55605000.00000001,0.0,-1531620.3831791775,8097892.166481608,9629512.549660785,23199908.980604447,25777676.64511606,1887751.135575746,0.0,1668150.0000000002,556050.0000000001,-61182618.80008738,25995082.06144861,22767772.441747285,False,255931.73215018085,331427.27115149214,1587.977356868078,30800000.0,11250000.0,3600000.0,0.0,3700000.0,1200000.0,5055000.0,4,24.0,365.0,,0.0,-99350.3196305295,86496.52254087731,17.0,0.0,,51145.35091880475,10428.280754887257,Croaghonagh,0.0,45.0,220.0,replace,,,"(('Croaghonagh', 0.25), ('Binbane', 0.25), ('Ardnagappary', 0.25), ('Drumkeen', 0.25))",bess_a87593d507,bess,Croaghonagh;Binbane;Ardnagappary;Drumkeen,0.250000;0.250000;0.250000;0.250000,none,1.0,1.0,3,illustrative_distributed_bess_architecture_comparison_mip_gap_0p5pct_not_market_quotes,SMOKE_ONLY
