initial_capex_eur,energy_sales_eur,grid_service_eur,energy_purchase_eur,fixed_om_eur,variable_om_eur,replacement_eur,augmentation_eur,inverter_replacement_eur,wind_overhaul_eur,decommission_eur,residual_eur,export_mwh,import_mwh,wind_generated_mwh,battery_charge_mwh,battery_discharge_mwh,net_renewable_gain_proxy_mwh,efc,support_eligible_kw_year,year,net_cashflow_eur,available_battery_mwh,installed_battery_mwh,post_age_available_battery_mwh,replaced_mwh,augmented_mwh,operating_block_hours,annualisation_factor,annual_dispatch_down_mwh,model_dispatch_cost_saving_eur,insurance_component_eur,discount_factor,discounted_cashflow_eur,cumulative_cashflow_eur,cumulative_discounted_cashflow_eur
84810000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-84810000.0,310.0,310.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-84810000.0,-84810000.0,-84810000.0
0.0,4972861.638820971,0.0,5525401.820912191,837025.0,35520.440277292655,0.0,0.0,0.0,0.0,0.0,0.0,71040.88055458531,78934.311727317,0.0,78934.311727317,71040.88055458531,38008.68706828098,241.5602038026402,85000.0,1,-1425085.6223685117,310.0,310.0,305.0238778940394,0.0,0.0,168.0,52.142857142857146,114962.27236501426,5639127.323997993,212025.0,0.9345794392523363,-1331855.7218397304,-86235085.62236851,-86141855.72183973
0.0,4903938.485428592,0.0,5448820.5393651035,837025.0,35028.13203877566,0.0,0.0,0.0,0.0,0.0,0.0,70056.26407755131,77840.29341950148,0.0,77840.29341950148,70056.26407755131,37461.6779143726,238.2122138142979,83635.57942255918,2,-1416935.185975287,305.0238778940394,310.0,300.08235168462494,0.0,0.0,168.0,52.142857142857146,115618.68334970354,5574799.047498446,212025.0,0.8734387282732116,-1237606.0668838213,-87652020.8083438,-87379461.78872354
0.0,4835494.5120550385,0.0,5372771.680061153,837025.0,34539.24651467884,0.0,0.0,0.0,0.0,0.0,0.0,69078.49302935768,76753.88114373076,0.0,76753.88114373076,69078.49302935768,36918.47177648728,234.88750032777946,82280.644816752,3,-1408841.4145207936,300.08235168462494,310.0,295.1751808479046,0.0,0.0,168.0,52.142857142857146,116270.53071516601,5510918.005683112,212025.0,0.8162978768908519,-1150034.2555492283,-89060862.2228646,-88529496.04427277
0.0,4767526.387258272,0.0,5297251.54139808,837025.0,34053.75990898765,0.0,0.0,0.0,0.0,0.0,0.0,68107.5198179753,75675.02201997257,0.0,75675.02201997257,68107.5198179753,36379.042214609035,231.58590151597684,80935.13023248996,4,-1400803.9140487956,295.1751808479046,310.0,290.30212653223947,0.0,0.0,168.0,52.142857142857146,116917.84618942086,5447481.08920616,212025.0,0.7628952120475251,-1068666.599045259,-90461666.13691339,-89598162.64331803
0.0,4700030.802757711,0.0,5222256.447508568,837025.0,33571.6485911265,0.0,0.0,0.0,0.0,0.0,0.0,67143.29718225301,74603.66353583668,0.0,74603.66353583668,67143.297182253,35843.362972540825,228.30725667686573,79598.9701781947,5,-1392822.293341983,290.30212653223947,310.0,285.4629515465785,0.0,0.0,168.0,52.142857142857146,117560.66127990236,5384485.210338955,212025.0,0.7129861794836683,-993063.0456295817,-91854488.43025537,-90591225.6889476
0.0,4633004.4732732,0.0,5147782.748081333,837025.0,33092.88909480857,0.0,0.0,0.0,0.0,0.0,0.0,66185.77818961714,73539.75354401905,0.0,73539.75354401905,66185.77818961714,35311.40797663166,225.05140622568368,78272.09961761023,6,-1384896.1639029412,285.4629515465785,310.0,280.6574203489131,0.0,0.0,168.0,52.142857142857146,118199.00727499301,5321927.302820077,212025.0,0.6663422238165123,-922814.7896100429,-93239384.5941583,-91514040.47855765
0.0,4566444.136365109,0.0,5073826.818183455,837025.0,32617.458116893617,0.0,0.0,0.0,0.0,0.0,0.0,65234.91623378727,72483.24025976364,0.0,72483.2402597636,65234.91623378723,34783.15133450466,221.81819168716225,76954.45396663746,7,-1377025.1399352392,280.6574203489131,310.0,275.8852990348124,0.0,0.0,168.0,52.142857142857146,118832.91524554619,5259804.32170587,212025.0,0.6227497418845909,-857542.0504632628,-94616409.73409355,-92371582.5290209
0.0,4500346.552275519,0.0,5000385.05808391,837025.0,32145.3325162537,0.0,0.0,0.0,0.0,0.0,0.0,64290.66503250741,71434.07225834156,0.0,71434.07225834155,64290.6650325074,34258.56733379309,218.6074556878135,75645.9690901905,8,-1369208.8383246446,275.8852990348124,310.0,271.14635532603836,0.0,0.0,168.0,52.142857142857146,119462.41604639949,5198113.243222259,212025.0,0.5820091045650382,-796892.0099558625,-95985618.5724182,-93168474.53897677
0.0,4434708.503770551,0.0,4927453.8930783905,837025.0,31676.489312646787,0.0,0.0,0.0,0.0,0.0,0.0,63352.97862529358,70392.19847254842,0.0,70392.19847254842,63352.978625293574,33737.63044089652,215.41904194826958,74346.58129907503,9,-1361446.8786204867,271.14635532603836,310.0,266.44035855923954,0.0,0.0,168.0,52.142857142857146,120087.54031787539,5136851.064617601,212025.0,0.5439337425841478,-740536.8960175473,-97347065.45103869,-93909011.43499433
0.0,4369526.7959837625,0.0,4855029.773315292,837025.0,31210.905685598293,0.0,0.0,0.0,0.0,0.0,0.0,62421.81137119661,69357.56819021844,0.0,69357.56819021844,62421.811371196585,33220.31529973171,212.25279527567685,73056.22734688826,10,-1353738.8830171274,266.44035855923954,310.0,261.76707967472424,0.0,0.0,168.0,52.142857142857146,120708.31848727335,5076014.804016594,212025.0,0.5083492921347176,-688172.2029169999,-98700804.33405581,-94597183.63791132
0.0,4304798.256260679,0.0,4783109.173622972,837025.0,30748.558973290237,0.0,0.0,0.0,0.0,0.0,0.0,61497.11794658114,68330.13105175675,0.0,68330.13105175608,61497.117946580474,32706.596730500423,209.10856155614124,71774.84442694052,11,-1346084.4763355833,261.76707967472424,310.0,257.1262912053108,0.0,0.0,168.0,52.142857142857146,121324.78077035083,5015601.5002750475,212025.0,0.4750927963875865,-639515.0380361923,-100046888.8103914,-95236698.67594752
0.0,4240519.73400415,0.0,4711688.593337947,837025.0,30289.426671458226,0.0,0.0,8500000.0,0.0,0.0,0.0,60578.85334291645,67309.83704768495,0.0,67309.83704768495,60578.85334291645,32196.449728464948,205.98618774722715,70502.37016919811,12,-9838483.286005255,257.1262912053108,310.0,252.5177672652561,0.0,0.0,168.0,52.142857142857146,121936.95717279347,4955608.212835611,212025.0,0.444011959240735,-4368404.239776418,-109885372.09639665,-99605102.91572393
0.0,4176688.1005214546,0.0,4640764.55613495,837025.0,29833.486432296086,47740000.00000001,0.0,0.0,0.0,0.0,0.0,59666.972864592215,66296.63651621356,0.0,66296.63651621353,59666.97286459217,31689.849462728496,202.8855218705083,69238.74263724765,13,-49070934.9420458,252.5177672652561,310.0,247.94128353926087,310.0,0.0,168.0,52.142857142857146,122544.87749167637,4896032.021585116,212025.0,0.41496444788853737,-20362693.425600372,-158956307.03844246,-119967796.3413243
0.0,4972861.638820971,0.0,5525401.820912191,837025.0,35520.440277292655,0.0,0.0,0.0,0.0,0.0,0.0,71040.88055458531,78934.311727317,0.0,78934.311727317,71040.88055458531,38008.68706828098,241.5602038026402,85000.0,14,-1425085.6223685117,310.0,310.0,305.0238778940394,0.0,0.0,168.0,52.142857142857146,114962.27236501426,5639127.323997993,212025.0,0.3878172410173246,-552672.7742804132,-160381392.66081098,-120520469.11560471
0.0,4903938.485428592,0.0,5448820.5393651035,837025.0,35028.13203877566,0.0,0.0,0.0,0.0,0.0,0.0,70056.26407755131,77840.29341950148,0.0,77840.29341950148,70056.26407755131,37461.6779143726,238.2122138142979,83635.57942255918,15,-1416935.185975287,305.0238778940394,310.0,300.08235168462494,0.0,0.0,168.0,52.142857142857146,115618.68334970354,5574799.047498446,212025.0,0.36244601964235945,-513562.51824794913,-161798327.84678626,-121034031.63385266
