timestamp_utc,duration_hours,price_eur_mwh,market_date,source_file
2019-12-31T23:00:00Z,1.0,49.0,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T00:00:00Z,1.0,51.24,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T01:00:00Z,1.0,48.55,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T02:00:00Z,1.0,36.909,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T03:00:00Z,1.0,32.77,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T04:00:00Z,1.0,31.69,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T05:00:00Z,1.0,31.63,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T06:00:00Z,1.0,31.545,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T07:00:00Z,1.0,32.362,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T08:00:00Z,1.0,33.616,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T09:00:00Z,1.0,39.184,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T10:00:00Z,1.0,45.675,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T11:00:00Z,1.0,52.6,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T12:00:00Z,1.0,49.0,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T13:00:00Z,1.0,48.079,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T14:00:00Z,1.0,47.706,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T15:00:00Z,1.0,43.21,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T16:00:00Z,1.0,53.95,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T17:00:00Z,1.0,58.09,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T18:00:00Z,1.0,46.17,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T19:00:00Z,1.0,35.27,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T20:00:00Z,1.0,32.77,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T21:00:00Z,1.0,27.08,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T22:00:00Z,1.0,14.0,2020-01-01,MarketResult_SEM-DA_PWR-MRC-D+1_20191231110000_20191231113243.csv
2020-01-01T23:00:00Z,1.0,9.6,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T00:00:00Z,1.0,-1.0,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T01:00:00Z,1.0,-4.39,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T02:00:00Z,1.0,-4.48,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T03:00:00Z,1.0,-4.48,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T04:00:00Z,1.0,-5.2,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T05:00:00Z,1.0,-5.0,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T06:00:00Z,1.0,-4.39,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T07:00:00Z,1.0,15.0,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T08:00:00Z,1.0,30.0,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T09:00:00Z,1.0,42.428,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
2020-01-02T10:00:00Z,1.0,44.0,2020-01-02,MarketResult_SEM-DA_PWR-MRC-D+1_20200101110000_20200101113227.csv
