snapshot,flow_abs_mw__5041-17010-2,static_rating_mva__5041-17010-2,s_max_pu__5041-17010-2,dynamic_rating_mva__5041-17010-2,dynamic_loading_pct__5041-17010-2,target_aggregate_abs_flow_mw,target_aggregate_dynamic_rating_mva,target_max_dynamic_loading_pct,battery_charge_mw,battery_discharge_mw,battery_net_discharge_mw,battery_model_soc_mwh,battery_physical_soc_pct,battery_hourly_throughput_mw
2030-01-14 06:00:00,187.19677798038208,210.0,1.093550522245313,229.64560967151573,81.51550480244221,187.19677798038208,229.64560967151573,81.51550480244221,0.0,13.336136955918471,13.336136955918471,0.0,10.0,13.336136955918471
2030-01-14 07:00:00,241.78502419203042,210.0,1.1513572580572877,241.78502419203042,100.0,241.78502419203042,241.78502419203042,100.0,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-14 08:00:00,242.44846616534753,210.0,1.1545165055492739,242.44846616534753,100.0,242.44846616534753,242.44846616534753,100.0,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-14 09:00:00,233.3477625474508,210.0,1.211938241136088,254.50703063857847,91.6861754121144,233.3477625474508,254.50703063857847,91.6861754121144,62.22,0.0,-62.22,59.02707480470296,42.51535497350551,62.22
2030-01-14 10:00:00,237.95960398284595,210.0,1.1913537109148802,250.18427929212484,95.1137316285949,237.95960398284595,250.18427929212484,95.1137316285949,28.644596617687196,0.0,-28.644596617687196,86.20172519529704,57.4846450264945,28.644596617687196
2030-01-14 11:00:00,229.0679932002827,210.0,1.2295793022445864,258.21165347136315,88.7132668571395,229.0679932002827,258.21165347136315,88.7132668571395,62.22,0.0,-62.22,145.2288,90.00000000000001,62.22
2030-01-14 12:00:00,176.1240478017685,210.0,1.0750020139643754,225.75042293251883,78.01715076051724,176.1240478017685,225.75042293251883,78.01715076051724,0.0,0.0,0.0,145.2288,90.00000000000001,0.0
2030-01-14 13:00:00,195.81451546735173,210.0,1.0733843546891435,225.41071448472013,86.87010105751888,195.81451546735173,225.41071448472013,86.87010105751888,0.0,34.17014709519279,34.17014709519279,109.2103023987348,70.15903313873545,34.17014709519279
2030-01-14 14:00:00,111.11479585882135,210.0,1.034952130857628,217.33994748010187,51.124883919001704,111.11479585882135,217.33994748010187,51.124883919001704,0.0,0.0,0.0,109.2103023987348,70.15903313873545,0.0
2030-01-14 15:00:00,242.23154105265087,210.0,1.153483528822147,242.23154105265087,100.0,242.23154105265087,242.23154105265087,100.0,37.966830105769766,0.0,-37.966830105769766,145.2288,90.00000000000001,37.966830105769766
2030-01-14 16:00:00,235.52985599207463,210.0,1.121570742819403,235.52985599207463,100.0,235.52985599207463,235.52985599207463,100.0,0.0,43.29282304418018,43.29282304418018,99.59415761392208,64.86193240675242,43.29282304418018
2030-01-14 17:00:00,238.5741588895134,210.0,1.1604173837021003,243.68765057744108,97.90162050649232,238.5741588895134,243.68765057744108,97.90162050649232,0.0,0.0,0.0,99.59415761392208,64.86193240675242,0.0
2030-01-14 18:00:00,160.5016125281177,210.0,1.1109641072235326,233.30246251694183,68.79550725550635,160.5016125281177,233.30246251694183,68.79550725550635,0.0,0.0,0.0,99.59415761392208,64.86193240675242,0.0
2030-01-14 19:00:00,212.644348877044,210.0,1.1203607691357604,235.27576151850968,90.3808992072117,212.644348877044,235.27576151850968,90.3808992072117,0.0,32.26331391173828,32.26331391173828,65.58563867189218,46.1281721927839,32.26331391173828
2030-01-14 20:00:00,104.54862518026943,210.0,1.0613607926578135,222.88576645814084,46.90681995608914,104.54862518026943,222.88576645814084,46.90681995608914,0.0,0.0,0.0,65.58563867189218,46.1281721927839,0.0
2030-01-14 21:00:00,145.24909329451435,210.0,1.071948090259262,225.10909895444502,64.52386596949961,145.24909329451435,225.10909895444502,64.52386596949961,0.0,0.0,0.0,65.58563867189218,46.1281721927839,0.0
2030-01-14 22:00:00,168.30667905256274,210.0,1.0526078952025417,221.04765799253377,76.14044888828796,168.30667905256274,221.04765799253377,76.14044888828796,0.0,62.22,62.22,0.0,10.0,62.22
2030-01-14 23:00:00,238.73959333943688,210.0,1.1368552063782709,238.73959333943688,100.0,238.73959333943688,238.73959333943688,100.0,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-15 00:00:00,245.01953451133102,210.0,1.193702183897782,250.67745861853422,97.74294659823678,245.01953451133102,250.67745861853422,97.74294659823678,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-15 01:00:00,241.8903803327808,210.0,1.2115763427967607,254.43103198731976,95.07109979604849,241.8903803327808,254.43103198731976,95.07109979604849,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-15 02:00:00,229.99418928627745,210.0,1.214096932150196,254.96035575154116,90.2078241177255,229.99418928627745,254.96035575154116,90.2078241177255,0.0,0.0,0.0,0.0,10.0,0.0
2030-01-15 03:00:00,213.13861539981193,210.0,1.2470235645971537,261.8749485654023,81.38946339366301,213.13861539981193,261.8749485654023,81.38946339366301,62.22,0.0,-62.22,59.02707480470296,42.51535497350551,62.22
2030-01-15 04:00:00,205.59616419815848,210.0,1.2569787750913683,263.9655427691874,77.88750078563574,205.59616419815848,263.9655427691874,77.88750078563574,28.644596617687196,0.0,-28.644596617687196,86.20172519529704,57.4846450264945,28.644596617687196
