scenario_label,scenario,scope,target_label,target_lines,dlr_mode,nominal_max_uplift_pct,dlr_line_count,dlr_lines,mean_dlr_multiplier,max_dlr_multiplier,dlr_added_capacity_mva_hours,total_dispatch_down_mwh,wind_dispatch_down_mwh,solar_dispatch_down_mwh,wind_dispatch_down_saved_mwh,total_dispatch_down_saved_mwh,wind_constraint_component_mwh,wind_constraint_saved_mwh,wind_constraint_reduction_pct,affected_generator_gain_mwh,total_recovery_fraction,affected_recovery_fraction,target_recovery_fraction,target_recovery_pct,unserved_mwh,target_binding_hours,target_binding_line_hours,target_max_dynamic_loading_pct,target_mean_max_dynamic_loading_pct,target_max_static_equivalent_loading_pct,target_mean_dlr_multiplier,target_max_dlr_multiplier,battery_power_mw,battery_nameplate_energy_mwh,battery_usable_energy_mwh,battery_charge_mwh,battery_discharge_mwh,battery_throughput_mwh,battery_efc_week,battery_max_daily_efc,battery_soc_min_pct,battery_soc_mean_pct,battery_soc_max_pct,simultaneous_charge_discharge_hours,battery_sites,battery_allocations,battery_soc_window,battery_round_trip_efficiency_pct,battery_state_of_health_pct,battery_max_efc_per_day_limit,battery_success_mode,battery_recovery_target,unserved_ok,target_recovery_ok,target_headroom_ok,battery_cycle_ok,effective_success_mode,criterion_success,combined_success,battery_scale_vs_q2
wind_proxy_DLR_plus_battery_scale_0.0110,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy_plus_protected_battery,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3073.998698419044,3073.9986984190446,0.0,586.5915743837022,586.5915743837027,2.022324254371597,586.5915743837022,99.65642601048823,-537.1197920581908,0.9965642601048823,-0.6639924580956159,-0.6639924580956159,-66.39924580956159,0.0,29.0,29.0,100.0,57.81233491277492,121.2195792084242,1.095551488386187,1.2795012677194428,0.9349999999999999,3.4099999999999997,2.1824,22.722257942585784,20.450032148327203,43.17229009091299,9.891012209245094,3.0149967966877287,10.0,33.11812598680665,90.00000000000001,0.0,Croaghonagh,1.000000,10.0-90.0%,90.0,80.0,,benchmark,0.99,True,False,False,True,benchmark,False,False,0.011
wind_proxy_DLR_plus_battery_scale_0.0120,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy_plus_protected_battery,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3072.9921705686747,3072.9921705686747,0.0,587.598102234072,587.598102234072,1.015796404001776,587.598102234072,99.82742568492655,-536.1132642078192,0.9982742568492647,-0.6627481790513658,-0.6627481790513658,-66.27481790513659,0.0,29.0,29.0,100.0,57.81515949659598,121.2195792084242,1.095551488386187,1.2795012677194428,1.02,3.72,2.3808000000000002,24.78791775554813,22.309125979993315,47.09704373554145,9.891012209245094,3.0149967966877282,10.0,33.118125986806646,90.0,0.0,Croaghonagh,1.000000,10.0-90.0%,90.0,80.0,,benchmark,0.99,True,False,False,True,benchmark,False,False,0.012
wind_proxy_DLR_plus_battery_scale_0.0130,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy_plus_protected_battery,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3071.985642718305,3071.985642718305,0.0,588.6046300844419,588.6046300844419,0.009268553631955001,588.6046300844419,99.99842535936487,-535.1067363574475,0.999984253593648,-0.6615039000071158,-0.6615039000071158,-66.15039000071158,0.0,29.0,29.0,100.0,57.81798408041704,121.2195792084242,1.095551488386187,1.2795012677194428,1.105,4.03,2.5792,26.853577568510474,24.168219811659426,51.0217973801699,9.891012209245094,3.0149967966877287,10.0,33.118125986806646,90.0,0.0,Croaghonagh,1.000000,10.0-90.0%,90.0,80.0,,benchmark,0.99,True,False,False,True,benchmark,False,False,0.013
wind_proxy_DLR_plus_battery_scale_0.0140,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy_plus_protected_battery,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3070.979114867935,3070.979114867935,0.0,589.6111579348117,589.6111579348117,0.0,588.6138986380738,100.0,-534.1002085070795,1.0016942503380313,-0.6602596209628702,-0.6602596209628702,-66.02596209628702,0.0,29.0,29.0,100.0,57.8208086642381,121.2195792084242,1.095551488386187,1.2795012677194428,1.19,4.34,2.7776,28.91923738147282,26.02731364332553,54.94655102479835,9.891012209245096,3.0149967966877287,10.0,33.118125986806646,90.0,0.0,Croaghonagh,1.000000,10.0-90.0%,90.0,80.0,,benchmark,0.99,True,False,False,True,benchmark,False,False,0.014
wind_proxy_DLR_plus_battery_scale_0.0150,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy_plus_protected_battery,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3069.972587017565,3069.9725870175653,0.0,590.6176857851815,590.617685785182,0.0,588.6138986380738,100.0,-533.0936806567115,1.0034042470824152,-0.6590153419186245,-0.6590153419186245,-65.90153419186245,0.0,29.0,29.0,100.0,57.82363324805916,121.2195792084242,1.095551488386187,1.2795012677194428,1.275,4.6499999999999995,2.976,30.984897194435163,27.886407474991643,58.871304669426806,9.891012209245096,3.0149967966877287,10.0,33.11812598680665,90.00000000000001,0.0,Croaghonagh,1.000000,10.0-90.0%,90.0,80.0,,benchmark,0.99,True,False,False,True,benchmark,False,False,0.015
wind_proxy_DLR_plus_battery_scale_0.0160,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy_plus_protected_battery,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3068.966059167195,3068.966059167195,0.0,591.6242136355518,591.6242136355518,0.0,588.6138986380738,100.0,-532.0871528063399,1.0051142438267984,-0.6577710628743745,-0.6577710628743745,-65.77710628743745,0.0,29.0,29.0,100.0,57.82645783188022,121.2195792084242,1.095551488386187,1.2795012677194428,1.36,4.96,3.1744000000000003,32.97136498953952,29.674228490585573,62.6455934801251,9.867312481118494,2.991297068561128,10.0,33.15193581574206,90.0,0.0,Croaghonagh,1.000000,10.0-90.0%,90.0,80.0,,benchmark,0.99,True,False,False,True,benchmark,False,False,0.016
wind_proxy_DLR_plus_battery_scale_0.0170,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy_plus_protected_battery,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3067.959531316825,3067.959531316825,0.0,592.6307414859216,592.6307414859216,0.0,588.6138986380738,100.0,-531.0806249559682,1.0068242405711816,-0.6565267838301244,-0.6565267838301244,-65.65267838301244,0.0,29.0,29.0,100.0,57.82928241570128,121.2195792084242,1.095551488386187,1.2795012677194428,1.445,5.2700000000000005,3.3728000000000002,34.952024802501874,31.456822322251682,66.40884712475355,9.844765050514935,2.9687496379575697,10.0,33.1841017869113,89.99999999999999,0.0,Croaghonagh,1.000000,10.0-90.0%,90.0,80.0,,benchmark,0.99,True,False,False,True,benchmark,False,False,0.017
wind_proxy_DLR_plus_battery_scale_0.0180,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy_plus_protected_battery,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3066.9530034664554,3066.9530034664554,0.0,593.6372693362914,593.6372693362914,0.0,588.6138986380738,100.0,-530.0740971056002,1.0085342373155648,-0.6552825047858789,-0.6552825047858789,-65.52825047858789,0.0,29.0,29.0,100.0,57.83210699952234,121.2195792084242,1.095551488386187,1.2795012677194428,1.5299999999999998,5.579999999999999,3.5711999999999997,36.93268461546421,33.239416153917794,70.17210076938201,9.82472288997844,2.9487074774210735,10.0,33.212693761283965,90.0,0.0,Croaghonagh,1.000000,10.0-90.0%,90.0,80.0,,benchmark,0.99,True,False,False,True,benchmark,False,False,0.018
wind_proxy_DLR_plus_battery_scale_0.0190,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy_plus_protected_battery,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3065.9464756160855,3065.9464756160855,0.0,594.6437971866612,594.6437971866612,0.0,588.6138986380738,100.0,-529.0675692552322,1.010244234059948,-0.6540382257416333,-0.6540382257416333,-65.40382257416333,0.0,29.0,29.0,100.0,57.8349315833434,121.2195792084242,1.095551488386187,1.2795012677194428,1.615,5.89,3.7696,38.913344428426555,35.0220099855839,73.93535441401045,9.806790430551047,2.930775017993682,10.0,33.23827605414371,89.99999999999999,0.0,Croaghonagh,1.000000,10.0-90.0%,90.0,80.0,,benchmark,0.99,True,False,False,True,benchmark,False,False,0.019
wind_proxy_DLR_plus_battery_scale_0.0200,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy_plus_protected_battery,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3064.9399477657157,3064.9399477657157,0.0,595.650325037031,595.650325037031,0.0,588.6138986380738,100.0,-528.061041404857,1.0119542308043312,-0.6527939466973788,-0.6527939466973788,-65.27939466973788,0.0,29.0,29.0,100.0,57.83775616716446,121.2195792084242,1.095551488386187,1.2795012677194428,1.7,6.2,3.968000000000001,40.89400424138891,36.80460381725001,77.69860805863892,9.790651217066396,2.914635804509029,10.0,33.26130011771749,90.00000000000001,0.0,Croaghonagh,1.000000,10.0-90.0%,90.0,80.0,,benchmark,0.99,True,False,False,True,benchmark,False,False,0.02
