case_id,technology,site_count,sites,allocations,wind_mw,battery_mw,battery_mwh,lifetime_net_renewable_gain_mwh,lifetime_project_revenue_eur,lifetime_energy_purchase_eur,lifetime_fixed_and_variable_om_eur,lifetime_maintenance_capex_eur,initial_capex_eur,lifetime_system_dispatch_cost_saving_eur,system_saving_included_in_project_cashflow,npv_eur,simple_payback_years,discounted_payback_years
NO_BUILD,no_build,0,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0
bess_5fae7d20e8,bess,1,Croaghonagh,1.000000,0.0,22.5,110.0,281012.8387330078,40761593.342235826,45290659.269150935,5401029.238158828,19190000.0,27197500.000000004,47876313.00940525,False,-41129703.0863509,,
bess_7c9ae7b89d,bess,1,Croaghonagh,1.000000,0.0,45.0,220.0,553004.2217845875,73927244.92142208,82141383.24602455,10117551.74943873,38380000.0,53790000.00000001,86144340.6229881,False,-79856991.61612435,,
bess_5b04fafa56,bess,1,Croaghonagh,1.000000,0.0,62.22,226.92,579760.9689732565,79787552.68727839,88652836.31919856,12992864.090623416,41167680.0,62243060.00000001,91894369.29723118,False,-92444917.00939502,,
bess_57f6d83931,bess,1,Croaghonagh,1.000000,0.0,67.5,330.0,795545.681800637,104902609.85421665,116558455.39357406,14818429.356101546,57570000.00000001,80382500.0,119739807.0629725,False,-118941650.80609013,,
bess_f11231f128,bess,1,Croaghonagh,1.000000,0.0,85.0,310.0,759382.7477168768,102033172.02354704,113370191.1372745,17469308.37159676,56240000.00000001,84810000.0,118070121.86458474,False,-124119703.65624571,,
bess_0f03f4b792,bess,1,Croaghonagh,1.000000,0.0,90.0,440.0,1027014.4737308782,134099753.84634191,148999726.4959355,19506605.38461673,76760000.0,106975000.00000001,150114122.10337627,False,-157909623.83724087,,
