initial_capex_eur,energy_sales_eur,grid_service_eur,energy_purchase_eur,fixed_om_eur,variable_om_eur,replacement_eur,augmentation_eur,inverter_replacement_eur,wind_overhaul_eur,decommission_eur,residual_eur,export_mwh,import_mwh,wind_generated_mwh,battery_charge_mwh,battery_discharge_mwh,net_renewable_gain_proxy_mwh,efc,support_eligible_kw_year,year,net_cashflow_eur,available_battery_mwh,installed_battery_mwh,post_age_available_battery_mwh,replaced_mwh,augmented_mwh,operating_block_hours,annualisation_factor,annual_dispatch_down_mwh,model_dispatch_cost_saving_eur,insurance_component_eur,discount_factor,discounted_cashflow_eur,cumulative_cashflow_eur,cumulative_discounted_cashflow_eur
85415000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-85415000.0,310.0,310.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-85415000.0,-85415000.0,-85415000.0
0.0,5006921.970968412,0.0,5563246.634409346,868537.5,35763.72836406008,0.0,0.0,0.0,0.0,0.0,0.0,71527.45672812016,79474.9519201335,0.0,79474.9519201335,71527.45672812016,41444.27910532345,243.21470806451055,85000.0,1,-1460625.8918049932,310.0,310.0,305.00678135000004,0.0,0.0,168.0,52.142857142857146,141481.8613559491,5915125.599076456,213537.5,0.9345794392523363,-1365070.9269205541,-86875625.891805,-86780070.92692055
0.0,4937762.017171579,0.0,5486402.241301755,868537.5,35269.72869408272,0.0,0.0,0.0,0.0,0.0,0.0,70539.45738816544,78377.17487573935,0.0,78377.17487573935,70539.45738816544,40895.390583125954,239.8552153322526,83630.89166048389,2,-1452447.4528242592,305.00678135000004,310.0,300.04827745823343,0.0,0.0,168.0,52.142857142857146,142140.5275825856,5844231.157549456,213537.5,0.8734387282732116,-1268623.8560784864,-88328073.34462926,-88048694.78299904
0.0,4869082.889720195,0.0,5410092.099689105,868537.5,34779.16349800139,0.0,0.0,0.0,0.0,0.0,0.0,69558.32699600278,77287.02999555864,0.0,77287.02999555864,69558.32699600278,40350.318143035845,236.519079073276,82271.30188370917,3,-1444325.8734669108,300.04827745823343,310.0,295.12424697447625,0.0,0.0,168.0,52.142857142857146,142794.61451069402,5773829.601187395,213537.5,0.8162978768908519,-1179000.1440495644,-89772399.21809617,-89227694.92704861
0.0,4800881.245726326,0.0,5334312.495251472,868537.5,34292.00889804519,0.0,0.0,0.0,0.0,0.0,0.0,68584.01779609038,76204.46421787817,0.0,76204.46421787817,68584.01779609038,39809.035254195456,233.20613690448084,80921.16449300155,4,-1436260.7584231915,295.12424697447625,310.0,290.2344502264633,0.0,0.0,168.0,52.142857142857146,143444.1539773023,5703917.503264783,213537.5,0.7628952120475251,-1095716.4558527998,-91208659.97651936,-90323411.38290142
0.0,4733153.765543082,0.0,5259059.739492312,868537.5,33808.2411824506,0.0,0.0,0.0,0.0,0.0,0.0,67616.4823649012,75129.42484989019,0.0,75129.42484989019,67616.4823649012,39271.51557020131,229.91622757171638,79580.41377177219,5,-1428251.7151316805,290.2344502264633,310.0,285.3786492082222,0.0,0.0,168.0,52.142857142857146,144089.17759809515,5634491.460880145,213537.5,0.7129861794836683,-1018323.7337127334,-92636911.69165105,-91341735.11661415
0.0,4665897.152603017,0.0,5184330.169558907,868537.5,33327.83680430727,0.0,0.0,0.0,0.0,0.0,0.0,66655.67360861454,74061.85956512725,0.0,74061.85956512725,66655.67360861454,38737.732927820376,226.64919094193203,78248.984460319,6,-1420298.3537601968,285.3786492082222,310.0,280.5566075684889,0.0,0.0,168.0,52.142857142857146,144729.71676895287,5565548.094790114,213537.5,0.6663422238165123,-946404.763527501,-94057210.04541124,-92288139.88014165
0.0,4468214.643482811,0.0,4964682.937203122,868537.5,31915.818882020085,0.0,0.0,0.0,0.0,0.0,0.0,63831.63776404017,70924.04196004459,0.0,70924.04196004459,63831.63776404017,38415.428789801364,217.04662592815538,76926.81175265019,7,-1396921.6126023317,280.5566075684889,310.0,275.833792433898,0.0,0.0,168.0,52.142857142857146,145365.80266747993,5407992.74927096,213537.5,0.6227497418845909,-869932.5736811085,-95454131.65801358,-93158072.45382275
0.0,4402799.988248499,0.0,4891999.986942776,868537.5,31448.571344632135,0.0,0.0,0.0,0.0,0.0,0.0,62897.14268926427,69885.7140991825,0.0,69885.7140991825,62897.14268926427,37896.26485936994,213.8690636717025,75631.84631252041,8,-1389186.0700389082,275.833792433898,310.0,271.14381210929037,0.0,0.0,168.0,52.142857142857146,145988.79938399716,5348413.496614717,213537.5,0.5820091045650382,-808518.9406975694,-96843317.7280525,-93966591.39452031
0.0,4337840.120617243,0.0,4819822.35624138,868537.5,30984.57229012317,0.0,0.0,0.0,0.0,0.0,0.0,61969.14458024634,68854.60508916258,0.0,68854.60508916258,61969.14458024634,37380.71035436014,210.71359303855635,74345.88396545059,9,-1381504.3079142598,271.14381210929037,310.0,266.48643831455865,0.0,0.0,168.0,52.142857142857146,146607.46479000914,5289248.4616197515,213537.5,0.5439337425841478,-751446.8085999263,-98224822.03596675,-94718038.20312023
0.0,4273331.878732377,0.0,4748146.531924862,868537.5,30523.79913380269,0.0,0.0,0.0,0.0,0.0,0.0,61047.59826760538,67830.66474178375,0.0,67830.66474178375,61047.59826760538,36868.74018067079,207.58006043933588,73068.86211850801,10,-1373875.9523262884,266.48643831455865,310.0,261.8614443566855,0.0,0.0,168.0,52.142857142857146,147221.82899843642,5230494.764487148,213537.5,0.5083492921347176,-698408.8678459798,-99598697.98829304,-95416447.07096621
0.0,4214228.760062872,0.0,4682476.400069858,868537.5,30101.63400044908,0.0,0.0,0.0,0.0,0.0,0.0,60203.26800089816,66892.52000099796,0.0,66892.52000099796,60203.26800089816,36352.46174034306,204.70908544986034,71800.7186139299,11,-1366886.774007435,261.8614443566855,310.0,257.2661171403703,0.0,0.0,168.0,52.142857142857146,147831.92191284325,5171677.484740038,213537.5,0.4750927963875865,-649398.0598083993,-100965584.76230048,-96065845.13077462
0.0,4083552.2339419937,0.0,4537280.2599355485,868537.5,29168.230242442805,0.0,0.0,8500000.0,0.0,0.0,0.0,58336.46048488561,64818.28942765069,0.0,64818.28942765069,58336.46048488561,35953.705287046454,198.36138254263352,70540.70953848862,12,-9851433.756235998,257.2661171403703,310.0,252.7363828540964,0.0,0.0,168.0,52.142857142857146,148438.1014234742,4992901.759411881,213537.5,0.444011959240735,-4374154.403436659,-110817018.51853648,-100439999.53421128
0.0,4058456.0996919447,0.0,4509395.6663243845,868537.5,28988.972140656748,0.0,0.0,0.0,0.0,0.0,0.0,57977.944281313496,64419.93809034835,0.0,64419.93809034835,57977.944281313496,35396.013414823174,197.14232041213413,69298.6856212845,13,-1348466.0387730966,252.7363828540964,310.0,248.219245543171,0.0,0.0,168.0,52.142857142857146,149035.62842942783,4945099.598935588,213537.5,0.41496444788853737,-559565.465275921,-112165484.55730957,-100999564.9994872
0.0,4033429.75659619,0.0,4481588.618440213,868537.5,28810.212547115643,47740000.00000001,0.0,0.0,0.0,0.0,0.0,57620.42509423129,64022.6945491459,0.0,64022.6945491459,57620.42509423129,34839.8724571394,195.9266484353689,68060.11571345011,14,-49085506.57439114,248.219245543171,310.0,243.71467017600554,310.0,0.0,168.0,52.142857142857146,149631.4937412315,4897430.373991304,213537.5,0.3878172410173246,-19036205.73361812,-161250991.1317007,-120035770.73310533
0.0,5006921.970968412,0.0,5563246.634409346,868537.5,35763.72836406008,0.0,0.0,0.0,0.0,0.0,0.0,71527.45672812016,79474.9519201335,0.0,79474.9519201335,71527.45672812016,41444.27910532345,243.21470806451055,85000.0,15,-1460625.8918049932,310.0,310.0,305.00678135000004,0.0,0.0,168.0,52.142857142857146,141481.8613559491,5915125.599076456,213537.5,0.36244601964235945,-529398.0406712913,-162711617.0235057,-120565168.77377662
0.0,4937762.017171579,0.0,5486402.241301755,868537.5,35269.72869408272,0.0,0.0,0.0,0.0,0.0,0.0,70539.45738816544,78377.17487573935,0.0,78377.17487573935,70539.45738816544,40895.390583125954,239.8552153322526,83630.89166048389,16,-1452447.4528242592,305.00678135000004,310.0,300.04827745823343,0.0,0.0,168.0,52.142857142857146,142140.5275825856,5844231.157549456,213537.5,0.3387345977965976,-491994.2037531181,-164164064.47632995,-121057162.97752973
0.0,4869082.889720195,0.0,5410092.099689105,868537.5,34779.16349800139,0.0,0.0,0.0,0.0,0.0,0.0,69558.32699600278,77287.02999555864,0.0,77287.02999555864,69558.32699600278,40350.318143035845,236.519079073276,82271.30188370917,17,-1444325.8734669108,300.04827745823343,310.0,295.12424697447625,0.0,0.0,168.0,52.142857142857146,142794.61451069402,5773829.601187395,213537.5,0.31657439046410984,-457236.5830243303,-165608390.34979686,-121514399.56055406
0.0,4800881.245726326,0.0,5334312.495251472,868537.5,34292.00889804519,0.0,0.0,0.0,0.0,0.0,0.0,68584.01779609038,76204.46421787817,0.0,76204.46421787817,68584.01779609038,39809.035254195456,233.20613690448084,80921.16449300155,18,-1436260.7584231915,295.12424697447625,310.0,290.2344502264633,0.0,0.0,168.0,52.142857142857146,143444.1539773023,5703917.503264783,213537.5,0.295863916321598,-424937.73284611397,-167044651.10822004,-121939337.29340017
0.0,4733153.765543082,0.0,5259059.739492312,868537.5,33808.2411824506,0.0,0.0,0.0,0.0,0.0,0.0,67616.4823649012,75129.42484989019,0.0,75129.42484989019,67616.4823649012,39271.51557020131,229.91622757171638,79580.41377177219,19,-1428251.7151316805,290.2344502264633,310.0,285.3786492082222,0.0,0.0,168.0,52.142857142857146,144089.17759809515,5634491.460880145,213537.5,0.2765083330108392,-394923.500870933,-168472902.8233517,-122334260.7942711
0.0,4665897.152603017,0.0,5184330.169558907,868537.5,33327.83680430727,0.0,0.0,0.0,0.0,2562450.0,854150.0,66655.67360861454,74061.85956512725,0.0,74061.85956512725,66655.67360861454,38737.732927820376,226.64919094193203,78248.984460319,20,-3128598.3537601978,285.3786492082222,310.0,280.5566075684889,0.0,0.0,168.0,52.142857142857146,144729.71676895287,5565548.094790114,213537.5,0.2584190028138684,-808489.2667838207,-171601501.17711192,-123142750.06105492
