generator_changed_to_non_priority,full_priority_dispatch_down_mwh,counterfactual_dispatch_down_mwh,dispatch_down_reduction_mwh,physical_cost_change_eur,non_additive
Croaghonagh wind,696.3733535705699,696.37335357057,-1.1368683772161603e-13,0.0,True
