case_id,technology,site_count,sites,allocations,wind_mw,battery_mw,battery_mwh,lifetime_net_renewable_gain_mwh,lifetime_project_revenue_eur,lifetime_energy_purchase_eur,lifetime_fixed_and_variable_om_eur,lifetime_maintenance_capex_eur,initial_capex_eur,lifetime_system_dispatch_cost_saving_eur,system_saving_included_in_project_cashflow,npv_eur,simple_payback_years,discounted_payback_years
NO_BUILD,no_build,0,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0
bess_5fae7d20e8,bess,1,Croaghonagh,1.000000,0.0,22.5,110.0,274779.9763676871,37819276.20062611,42021418.00069568,5380012.68714733,19190000.0,27197500.000000004,42130892.53606871,False,-40452297.32648702,,
bess_7c9ae7b89d,bess,1,Croaghonagh,1.000000,0.0,45.0,220.0,515983.92910708196,69497615.01756419,77219572.241738,10085911.535839744,38380000.0,53790000.00000001,78126741.16828327,False,-79580949.85455304,,
bess_5b04fafa56,bess,1,Croaghonagh,1.000000,0.0,62.22,226.92,537785.8185393413,71436354.50030893,79373727.2225655,12933212.675002204,41167680.0,62243060.00000001,83493584.60317242,False,-90907513.8551756,,
bess_57f6d83931,bess,1,Croaghonagh,1.000000,0.0,67.5,330.0,745740.7744528428,96701384.95914683,107445983.28794095,14759849.178279622,57570000.00000001,80382500.0,108391067.21176259,False,-117046342.01293981,,
bess_f11231f128,bess,1,Croaghonagh,1.000000,0.0,85.0,310.0,707221.0115109693,92785188.81473392,103094654.2385932,17403251.34867667,56240000.00000001,84810000.0,106555305.44905344,False,-123543914.57321599,,
bess_0f03f4b792,bess,1,Croaghonagh,1.000000,0.0,90.0,440.0,975931.5952618292,120615245.47918025,134016939.4213114,19410287.467708427,76760000.0,106975000.00000001,134302436.3711197,False,-155218773.0617235,,
