scenario,battery_scale_vs_q2,throughput_mwh,efc_week,max_daily_efc,soc_min_pct,soc_mean_pct,soc_max_pct,wind_dispatch_down_mwh
battery_only,1.0,3455.981784677291,6.1363312938162125,1.865026307246459,10.0,30.984688658297166,90.0,2607.098236348873
selected_DLR_plus_same_full_battery,1.0,3169.036636100485,5.6268406180761446,1.6148256061453001,10.0,32.25286364203417,90.0,2098.5033789884783
selected_DLR_plus_minimum_feasible_scaled_battery,0.71,2394.9294716924005,5.989240236106555,1.6535283434084616,10.0,31.846616205270244,90.0,2356.7476218284687
