scenario_label,scenario,scope,target_label,target_lines,dlr_mode,nominal_max_uplift_pct,dlr_line_count,dlr_lines,mean_dlr_multiplier,max_dlr_multiplier,dlr_added_capacity_mva_hours,total_dispatch_down_mwh,wind_dispatch_down_mwh,solar_dispatch_down_mwh,wind_dispatch_down_saved_mwh,total_dispatch_down_saved_mwh,wind_constraint_component_mwh,wind_constraint_saved_mwh,wind_constraint_reduction_pct,affected_generator_gain_mwh,total_recovery_fraction,affected_recovery_fraction,target_recovery_fraction,target_recovery_pct,unserved_mwh,target_binding_hours,target_binding_line_hours,target_max_dynamic_loading_pct,target_mean_max_dynamic_loading_pct,target_max_static_equivalent_loading_pct,target_mean_dlr_multiplier,target_max_dlr_multiplier,battery_power_mw,battery_nameplate_energy_mwh,battery_usable_energy_mwh,battery_charge_mwh,battery_discharge_mwh,battery_throughput_mwh,battery_efc_week,battery_max_daily_efc,unserved_ok,target_recovery_ok,target_headroom_ok,battery_cycle_ok,effective_success_mode,criterion_success,combined_success
wind_proxy_DLR_0.40,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy,40.0,1,5041-17010-2,1.095551488386187,1.2795012677194428,3371.056510264676,3085.0705047731135,3085.0705047731135,0.0,575.5197680296333,575.5197680296333,13.094130608440537,575.5197680296333,97.77542959166652,358.91953964939603,0.9777542959166646,0.4436996567881641,0.4436996567881641,44.369965678816406,0.0,29.0,29.0,100.0,57.78126449074327,121.2195792084242,1.095551488386187,1.2795012677194428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,benchmark,False,False
constant_uplift_benchmark_0.40,WP2033,north-west,5041-17010-2,5041-17010-2,constant_uplift_benchmark,40.0,1,5041-17010-2,1.4000000000000004,1.4,14111.999999999998,3071.976374164673,3071.976374164673,0.0,588.6138986380738,588.6138986380738,0.0,588.6138986380738,100.0,287.74733215377637,0.9999999999999992,0.35571591516877527,0.35571591516877527,35.571591516877525,0.0,3.0,3.0,100.0,48.42807087063144,140.0,1.4000000000000004,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,benchmark,False,False
wind_proxy_DLR_0.50,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy,50.0,1,5041-17010-2,1.1194393604827337,1.3493765846493035,4213.820637830846,3071.9763741646725,3071.976374164673,0.0,588.6138986380738,588.6138986380743,0.0,588.6138986380738,100.0,367.35419942835506,1.0,0.4541266612714107,0.4541266612714107,45.41266612714107,0.0,23.0,23.0,100.0,56.60268562245568,122.47220349013415,1.1194393604827337,1.3493765846493035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,benchmark,False,False
constant_uplift_benchmark_0.50,WP2033,north-west,5041-17010-2,5041-17010-2,constant_uplift_benchmark,50.0,1,5041-17010-2,1.5,1.5,17640.0,3071.9763741646725,3071.9763741646725,0.0,588.6138986380743,588.6138986380743,0.0,588.6138986380738,100.0,77.39052826346597,1.0,0.09567088730442805,0.09567088730442805,9.567088730442805,0.0,0.0,0.0,96.64201560137325,45.23229321979368,144.96302340205986,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,benchmark,False,False
wind_proxy_DLR_0.60,WP2033,north-west,5041-17010-2,5041-17010-2,wind_proxy,60.0,1,5041-17010-2,1.1433272325792803,1.419251901579164,5056.584765397014,3071.9763741646725,3071.976374164673,0.0,588.6138986380738,588.6138986380743,0.0,588.6138986380738,100.0,448.7775257726098,1.0,0.554782930887679,0.554782930887679,55.478293088767906,0.0,21.0,21.0,100.0,55.454534298239246,126.88221446398306,1.1433272325792803,1.419251901579164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,benchmark,False,False
constant_uplift_benchmark_0.60,WP2033,north-west,5041-17010-2,5041-17010-2,constant_uplift_benchmark,60.0,1,5041-17010-2,1.5999999999999996,1.6,21168.000000000004,3071.9763741646725,3071.976374164673,0.0,588.6138986380738,588.6138986380743,0.0,588.6138986380738,100.0,435.248978763193,1.0,0.5380588158651748,0.5380588158651748,53.80588158651748,0.0,0.0,0.0,90.60188962628742,42.40527489355658,144.96302340205986,1.5999999999999996,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,True,benchmark,False,False
