case_id,technology,site_count,sites,allocations,wind_mw,battery_mw,battery_mwh,lifetime_net_renewable_gain_mwh,lifetime_project_revenue_eur,lifetime_energy_purchase_eur,lifetime_fixed_and_variable_om_eur,lifetime_maintenance_capex_eur,initial_capex_eur,lifetime_system_dispatch_cost_saving_eur,system_saving_included_in_project_cashflow,npv_eur,simple_payback_years,discounted_payback_years
NO_BUILD,no_build,0,-,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0
bess_7c9ae7b89d,bess,1,Croaghonagh,1.000000,0.0,45.0,220.0,553004.2217845875,73927244.92142208,82141383.24602455,10117551.74943873,38380000.0,53790000.00000001,86144340.6229881,False,-79856991.61612435,,
bess_82e9b603c3,bess,2,Croaghonagh;Binbane,0.500000;0.500000,0.0,45.0,220.0,553004.2217845881,73927244.9214221,82141383.24602456,10747801.749438727,38380000.0,54395000.00000001,86144340.62298846,False,-80798962.35997023,,
bess_0132aed50d,bess,3,Croaghonagh;Binbane;Ardnagappary,0.333333;0.333333;0.333333,0.0,45.0,220.0,553004.2217845883,73927244.92142208,82141383.24602453,11378051.749438727,38380000.0,55000000.00000001,86144340.6229882,False,-81740933.10381609,,
bess_a87593d507,bess,4,Croaghonagh;Binbane;Ardnagappary;Drumkeen,0.250000;0.250000;0.250000;0.250000,0.0,45.0,220.0,553004.221784582,73927244.92142206,82141383.24602455,12008301.749438727,38380000.0,55605000.00000001,86144340.62298837,False,-82682903.84766197,,
