trial_key,scenario,scope,target_label,target_lines,site_count,sites,allocations,model,soc_min_pct,soc_max_pct,round_trip_efficiency_pct,state_of_health_pct,power_mw,nameplate_energy_mwh,usable_energy_mwh,nameplate_duration_hours,usable_duration_hours,solve_ok,error,objective,total_dispatch_down_mwh,dispatch_down_saved_mwh,affected_generator_gain_mwh,total_recovery_fraction,affected_recovery_fraction,target_recovery_fraction,target_recovery_pct,unserved_mwh,target_binding_hours,target_binding_line_hours,target_max_loading_pct,target_mean_max_loading_pct,charge_mwh,discharge_mwh,throughput_mwh,equivalent_full_cycles_nameplate,equivalent_full_cycles_usable,simultaneous_charge_discharge_hours,simultaneous_charge_discharge_mwh,observed_physical_soc_min_pct,observed_physical_soc_mean_pct,observed_physical_soc_max_pct,unserved_ok,benchmark_available,benchmark_success,headroom_success,success,effective_success_mode,recommendation_stage,recommendation_type,recommended_sites,site_allocations,engineering_margin_pct,eol_soh_assumption_pct,architecture_reason
7a41c65f4e9882927cc2d51c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,150.0,150.0,3.0,3.0,True,,-4019689.6910528312,3073.5975892460096,586.9926835567367,927.9216139197888,0.9972457071008886,1.147105287231532,0.9972457071008886,99.72457071008886,0.0,60.0,60.0,100.0,63.87304992576441,1040.920115326374,1040.920115326374,2081.840230652748,6.939467435509159,6.939467435509159,0,0.0,0.0,25.8486909680147,100.0,True,True,True,False,True,benchmark,theoretical,minimum_power,Croaghonagh,1.000000,,,
7a41c65f4e9882927cc2d51c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,150.0,150.0,3.0,3.0,True,,-4019689.6910528312,3073.5975892460096,586.9926835567367,927.9216139197888,0.9972457071008886,1.147105287231532,0.9972457071008886,99.72457071008886,0.0,60.0,60.0,100.0,63.87304992576441,1040.920115326374,1040.920115326374,2081.840230652748,6.939467435509159,6.939467435509159,0,0.0,0.0,25.8486909680147,100.0,True,True,True,False,True,benchmark,theoretical,minimum_energy,Croaghonagh,1.000000,,,
7a41c65f4e9882927cc2d51c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,150.0,150.0,3.0,3.0,True,,-4019689.6910528312,3073.5975892460096,586.9926835567367,927.9216139197888,0.9972457071008886,1.147105287231532,0.9972457071008886,99.72457071008886,0.0,60.0,60.0,100.0,63.87304992576441,1040.920115326374,1040.920115326374,2081.840230652748,6.939467435509159,6.939467435509159,0,0.0,0.0,25.8486909680147,100.0,True,True,True,False,True,benchmark,theoretical,balanced,Croaghonagh,1.000000,,,
f9056d3d853f1702a41c6729,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,80.0,320.0,256.0,4.0,3.2,True,,-4056702.216176585,2688.052544449183,972.5377283535631,917.570559083957,1.6522507039059162,1.134309217442352,1.134309217442352,113.43092174423519,0.0,63.0,63.0,100.0,64.6505969815277,1684.0139345752496,1515.6125411177245,3199.626475692974,4.999416368270272,6.24927046033784,0,0.0,10.0,32.38466628016784,90.0,True,True,True,False,True,benchmark,health_aware,minimum_power,Croaghonagh,1.000000,,,
58ff9b1d5065a69a25f9dac0,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,190.0,190.0,152.0,1.0,0.8,True,,-4018532.164119945,3016.9294211066945,643.6608516960519,889.9408919519337,1.0935196283766742,1.1001531672155374,1.0935196283766742,109.35196283766741,0.0,61.0,61.0,100.0,63.964994012594936,1167.7204225590685,1050.9483803031617,2218.66880286223,5.838602112795343,7.298252640994178,0,0.0,10.0,31.23108723091434,90.0,True,True,True,False,True,benchmark,health_aware,minimum_energy,Croaghonagh,1.000000,,,
f9056d3d853f1702a41c6729,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,80.0,320.0,256.0,4.0,3.2,True,,-4056702.216176585,2688.052544449183,972.5377283535631,917.570559083957,1.6522507039059162,1.134309217442352,1.134309217442352,113.43092174423519,0.0,63.0,63.0,100.0,64.6505969815277,1684.0139345752496,1515.6125411177245,3199.626475692974,4.999416368270272,6.24927046033784,0,0.0,10.0,32.38466628016784,90.0,True,True,True,False,True,benchmark,health_aware,balanced,Croaghonagh,1.000000,,,
a9f1e127d4380fe6e9f50622,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,lifetime_eol,10.0,90.0,90.0,80.0,90.0,440.0,281.6,4.888888888888889,3.128888888888889,True,,-4066526.4059240385,2607.098236348873,1053.4920364538734,1263.8534275785496,1.789784507113114,1.5623873043939778,1.5623873043939778,156.23873043939778,0.0,68.0,68.0,100.0,64.81936078926499,1818.9377814091008,1637.0440032681904,3455.981784677291,3.927252028042376,6.1363312938162125,0,0.0,10.0,30.984688658297166,90.0,True,True,True,False,True,benchmark,lifetime_aware_eol_verified,recommended_installed_capacity,Croaghonagh,1.000000,10.0,80.0,pair improvement was too small to justify a second installation site
