trial_key,scenario,scope,target_label,target_lines,site_count,sites,allocations,model,soc_min_pct,soc_max_pct,round_trip_efficiency_pct,state_of_health_pct,power_mw,nameplate_energy_mwh,usable_energy_mwh,nameplate_duration_hours,usable_duration_hours,solve_ok,error,objective,total_dispatch_down_mwh,dispatch_down_saved_mwh,affected_generator_gain_mwh,total_recovery_fraction,affected_recovery_fraction,target_recovery_fraction,target_recovery_pct,unserved_mwh,target_binding_hours,target_binding_line_hours,target_max_loading_pct,target_mean_max_loading_pct,charge_mwh,discharge_mwh,throughput_mwh,equivalent_full_cycles_nameplate,equivalent_full_cycles_usable,simultaneous_charge_discharge_hours,simultaneous_charge_discharge_mwh,observed_physical_soc_min_pct,observed_physical_soc_mean_pct,observed_physical_soc_max_pct,unserved_ok,benchmark_available,benchmark_success,headroom_success,success,effective_success_mode
1dd393ed20a1df7ed181e6f8,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,25.0,850.0,850.0,34.0,34.0,True,,-4064447.950972861,2857.765592668421,802.8246801343253,670.4523992439754,1.3639240969197113,0.8288194611191702,0.8288194611191702,82.88194611191702,0.0,57.0,57.0,100.0,65.06144168821551,1518.7541588576005,1518.7541588576007,3037.508317715201,1.7867695986560006,1.7867695986560006,0,0.0,0.0,43.15777727465846,100.0,True,True,False,False,False,benchmark
f25d758ee815debbd57fcf17,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,50.0,50.0,1.0,1.0,True,,-3973115.4045367776,3410.014661626268,250.5756111764781,714.9092742456705,0.4257045437701289,0.8837774614537158,0.4257045437701289,42.57045437701289,0.0,56.0,56.0,100.0,62.84519008183922,504.864948883855,504.864948883855,1009.72989776771,10.0972989776771,10.0972989776771,0,0.0,0.0,25.68340393667045,100.0,True,True,False,False,False,benchmark
b4f79702031786544cbbe5c3,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,100.0,100.0,2.0,2.0,True,,-3999392.702442689,3223.5975892460087,436.9926835567376,851.3263466259305,0.7424097265930092,1.0524175088980352,0.7424097265930092,74.24097265930092,0.0,57.0,57.0,100.0,63.5107324766057,809.3927342428065,809.3927342428065,1618.785468485613,8.093927342428065,8.093927342428065,0,0.0,0.0,23.68824745883164,100.0,True,True,False,False,False,benchmark
7a41c65f4e9882927cc2d51c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,150.0,150.0,3.0,3.0,True,,-4019689.6910528312,3073.5975892460096,586.9926835567367,927.9216139197888,0.9972457071008886,1.147105287231532,0.9972457071008886,99.72457071008886,0.0,60.0,60.0,100.0,63.87304992576441,1040.920115326374,1040.920115326374,2081.840230652748,6.939467435509159,6.939467435509159,0,0.0,0.0,25.8486909680147,100.0,True,True,True,False,True,benchmark
5f3e579bf508db1968ff95f8,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,350.0,350.0,7.0,7.0,True,,-4072811.7547114766,2581.248437375498,1079.3418354272485,1120.3494103646444,1.8337008995618584,1.3849863101551854,1.3849863101551854,138.49863101551853,0.0,62.0,62.0,100.0,64.88510018689384,1764.406026677431,1764.406026677431,3528.8120533548627,5.0411600762212325,5.0411600762212325,0,0.0,0.0,28.53258408986984,100.0,True,True,True,False,True,benchmark
015db0164a4b8e6db1eb308c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,850.0,850.0,17.0,17.0,True,,-4131367.557001304,2213.774867455561,1446.8154053471849,1176.9557502141615,2.458004149570381,1.454963591380385,1.454963591380385,145.49635913803849,0.0,63.0,63.0,100.0,66.32243460924812,2287.348863271888,2287.348863271888,4574.697726543776,2.690998662672809,2.690998662672809,0,0.0,0.0,37.97044573820482,100.0,True,True,True,False,True,benchmark
1f820e2d9ea2f0f24e100cc8,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,80.0,80.0,80.0,1.0,1.0,True,,-3990282.226058821,3290.014661626268,370.5756111764781,585.0869282921303,0.6295733281764336,0.723289875853646,0.6295733281764336,62.95733281764336,0.0,59.0,59.0,100.0,63.325930062786725,714.864948883855,714.864948883855,1429.72989776771,8.935811861048188,8.935811861048188,0,0.0,0.0,25.80748384607037,100.0,True,True,False,False,False,benchmark
3d45814d12ac152b1c31b1bc,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,80.0,160.0,160.0,2.0,2.0,True,,-4028025.975374344,3017.595625452288,642.9946473504583,736.9333561039457,1.0923878094591546,0.9110038352842874,0.9110038352842874,91.10038352842874,0.0,60.0,60.0,100.0,64.14204691567527,1158.986111391431,1158.986111391431,2317.972222782862,7.243663196196444,7.243663196196444,0,0.0,0.0,26.21803968659232,100.0,True,True,False,False,False,benchmark
543e16d969089d299c054e06,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,80.0,240.0,240.0,3.0,3.0,True,,-4058629.178952915,2777.595625452288,882.9946473504583,880.6146731162553,1.500125378271764,1.0886240091748132,1.0886240091748132,108.86240091748132,0.0,61.0,61.0,100.0,64.69796151885505,1530.334957219727,1530.334957219727,3060.6699144394534,6.376395655082194,6.376395655082194,0,0.0,0.0,28.11754443351335,100.0,True,True,True,False,True,benchmark
6fd2e6749b9199ccea82e6c8,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,80.0,475.0,475.0,5.9375,5.9375,True,,-4120157.186490163,2137.3333799257925,1523.2568928769538,1273.9292855098247,2.5878710924112447,1.5748431732227413,1.5748431732227413,157.48431732227414,0.0,66.0,66.0,100.0,66.14929979158761,2456.542052716549,2456.542052716549,4913.084105433098,5.17166747940326,5.17166747940326,0,0.0,0.0,29.09715642051532,100.0,True,True,True,False,True,benchmark
cec74bb365537cb9b1bd7106,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,80.0,960.0,960.0,12.0,12.0,True,,-4185032.40993989,1652.3333799257923,2008.256892876953,1678.0148606686123,3.41184076272006,2.074377501128491,2.074377501128491,207.43775011284907,0.0,69.0,69.0,100.0,67.71154617910331,3149.8647596005994,3149.8647596005994,6299.729519201199,3.2811091245839576,3.2811091245839576,0,0.0,0.0,35.56483961887549,100.0,True,True,True,False,True,benchmark
25e9d8f28c70de8537b80b91,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,100.0,300.0,300.0,3.0,3.0,True,,-4081845.890722984,2597.5956254522885,1062.994647350458,729.071054232074,1.8059285548812205,0.9012843849430712,0.9012843849430712,90.12843849430712,0.0,64.0,64.0,100.0,65.11489747123989,1830.334957219727,1830.334957219727,3660.669914439453,6.101116524065755,6.101116524065755,0,0.0,0.0,26.99804509399312,100.0,True,True,False,False,False,benchmark
4904515e5a7ad91f0a15d66c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,100.0,350.0,350.0,3.5,3.5,True,,-4097705.529492017,2447.595625452288,1212.9946473504583,829.071054232074,2.060764535389102,1.024905310463477,1.024905310463477,102.49053104634773,0.0,64.0,64.0,100.0,65.46234409822725,2080.3349572197267,2080.3349572197267,4160.669914439453,5.943814163484934,5.943814163484934,0,0.0,0.0,27.62330952638724,100.0,True,True,True,False,True,benchmark
28b1273312b672416d0123a3,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,100.0,475.0,475.0,4.75,4.75,True,,-4127985.245994,2072.595625452288,1587.9946473504583,942.1349769957452,2.697854486658805,1.1646759782136047,1.1646759782136047,116.46759782136048,0.0,67.0,67.0,100.0,66.19749045771981,2582.866723913012,2582.866723913012,5165.733447826024,5.437614155606341,5.437614155606341,0,0.0,0.0,30.753888817695422,100.0,True,True,True,False,True,benchmark
a218224e623763ccada7d395,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,100.0,1200.0,1200.0,12.0,12.0,True,,-4230600.846061909,1282.7372366744669,2377.853036128279,1454.2317635025538,4.0397500664359445,1.7977347652535791,1.7977347652535791,179.77347652535792,0.0,68.0,68.0,100.0,68.60615648592425,3698.115913772304,3698.115913772303,7396.231827544606,3.08176326147692,3.08176326147692,0,0.0,0.0,35.17324873951998,100.0,True,True,True,False,True,benchmark
a063faacf6f6b366868e1889,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,120.0,350.0,350.0,2.9166666666666665,2.9166666666666665,True,,-4099950.8741273633,2447.595625452289,1212.9946473504574,754.4910842746685,2.060764535389101,0.932708861349292,0.932708861349292,93.2708861349292,0.0,65.0,65.0,100.0,65.30830137545107,2080.3349572197267,2080.3349572197267,4160.669914439453,5.943814163484934,5.943814163484934,0,0.0,0.0,28.49511230067303,100.0,True,True,False,False,False,benchmark
ab4f2a705a84e0dc0da66a28,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,120.0,360.0,360.0,3.0,3.0,True,,-4102925.8741273633,2417.595625452288,1242.9946473504583,774.4910842746685,2.1117317314906785,0.9574330464533732,0.9574330464533732,95.74330464533732,0.0,65.0,65.0,100.0,65.37779070084854,2130.3349572197267,2130.3349572197267,4260.669914439453,5.91759710338813,5.91759710338813,0,0.0,0.0,28.5377748731322,100.0,True,True,False,False,False,benchmark
856b162a09ca34c87852b119,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,120.0,475.0,475.0,3.9583333333333335,3.9583333333333335,True,,-4131145.592140179,2072.5956254522885,1587.994647350458,979.1118072799944,2.697854486658804,1.2103870780391035,1.2103870780391035,121.03870780391036,0.0,69.0,69.0,100.0,66.17691794291949,2602.894239490076,2602.8942394900764,5205.788478980152,5.479777346294897,5.479777346294897,0,0.0,0.0,29.820635213025632,100.0,True,True,True,False,True,benchmark
19a5c1455631a636aeefb64c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,120.0,480.0,480.0,4.0,4.0,True,,-4132340.592140179,2057.5956254522885,1602.994647350458,989.1118072799944,2.723338084709592,1.2227491705911442,1.2227491705911442,122.2749170591144,0.0,69.0,69.0,100.0,66.21166260561822,2622.894239490076,2622.8942394900764,5245.788478980152,5.464362998937658,5.464362998937658,0,0.0,0.0,29.92543018352488,100.0,True,True,True,False,True,benchmark
c88eff6b8fdcbbb4a1f27ac2,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,120.0,1440.0,1440.0,12.0,12.0,True,,-4271564.78821783,980.9094299552996,2679.680842847447,1815.662971431586,4.55252730023476,2.244539369615032,2.244539369615032,224.4539369615032,0.0,72.0,72.0,100.0,69.71485104743583,4154.067716544852,4154.067716544852,8308.135433089703,2.8847692476005915,2.8847692476005915,0,0.0,0.0,37.5787767992413,100.0,True,True,True,False,True,benchmark
bf13f8727c21166759b80d6c,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,150.0,150.0,150.0,1.0,1.0,True,,-4023870.9753743457,3047.5956254522885,612.9946473504579,736.7871997270122,1.0414206133575776,0.9108231554184152,0.9108231554184152,91.08231554184152,0.0,65.0,65.0,100.0,64.0725575902778,1108.986111391431,1108.986111391431,2217.972222782862,7.39324074260954,7.39324074260954,0,0.0,0.0,21.80419854319297,100.0,True,True,False,False,False,benchmark
f01ed91003e03461d3256e0b,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,150.0,300.0,300.0,2.0,2.0,True,,-4082234.36569793,2597.5956254522885,1062.994647350458,1161.4386977478937,1.8059285548812205,1.4357812675080972,1.4357812675080972,143.57812675080973,0.0,68.0,68.0,100.0,65.11489747123989,1830.334957219727,1830.334957219727,3660.669914439453,6.101116524065755,6.101116524065755,0,0.0,0.0,23.80130489567372,100.0,True,True,True,False,True,benchmark
76cc9a6306f06f1c395d4e76,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,150.0,350.0,350.0,2.333333333333333,2.333333333333333,True,,-4100059.365697932,2447.5956254522885,1212.994647350458,1261.4386977478937,2.0607645353891013,1.5594021930285034,1.5594021930285034,155.94021930285032,0.0,68.0,68.0,100.0,65.46234409822725,2080.3349572197267,2080.3349572197267,4160.669914439453,5.943814163484934,5.943814163484934,0,0.0,0.0,24.68323142047178,100.0,True,True,True,False,True,benchmark
1ea50f8b34af57a0b94e7fe2,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,150.0,575.0,575.0,3.8333333333333335,3.8333333333333335,True,,-4154584.250978716,1772.595625452288,1887.9946473504583,1504.9854934154064,3.207526447674567,1.860476995907975,1.860476995907975,186.0476995907975,0.0,70.0,70.0,100.0,66.90953072261762,2952.675074292785,2952.675074292785,5905.35014858557,5.135087085726583,5.135087085726583,0,0.0,0.0,29.56464795295332,100.0,True,True,True,False,True,benchmark
c1afbc1cc7b8394369f76c11,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,150.0,1800.0,1800.0,12.0,12.0,True,,-4326025.971270487,640.4256959695348,3020.1645768332114,2060.4879773916546,5.130977341549739,2.547194307888258,2.547194307888258,254.71943078882583,0.0,73.0,73.0,100.0,71.20452410348489,4681.162211609113,4681.162211609113,9362.324423218226,2.600645673116174,2.600645673116174,0,0.0,0.0,37.60122322489819,100.0,True,True,True,False,True,benchmark
f106e4169100efe3d841d1e6,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,190.0,190.0,190.0,1.0,1.0,True,,-4040490.975374345,2927.5956254522885,732.9946473504579,889.9408919519337,1.2452893977638824,1.1001531672155374,1.1001531672155374,110.01531672155372,0.0,63.0,63.0,100.0,64.256942763918,1308.986111391431,1308.986111391431,2617.972222782862,6.889400586270689,6.889400586270689,0,0.0,0.0,26.805366870059856,100.0,True,True,True,False,True,benchmark
