trial_key,scenario,scope,target_label,target_lines,site_count,sites,allocations,model,soc_min_pct,soc_max_pct,round_trip_efficiency_pct,state_of_health_pct,power_mw,nameplate_energy_mwh,usable_energy_mwh,nameplate_duration_hours,usable_duration_hours,solve_ok,error,objective,total_dispatch_down_mwh,dispatch_down_saved_mwh,affected_generator_gain_mwh,total_recovery_fraction,affected_recovery_fraction,target_recovery_fraction,target_recovery_pct,unserved_mwh,target_binding_hours,target_binding_line_hours,target_max_loading_pct,target_mean_max_loading_pct,charge_mwh,discharge_mwh,throughput_mwh,equivalent_full_cycles_nameplate,equivalent_full_cycles_usable,simultaneous_charge_discharge_hours,simultaneous_charge_discharge_mwh,average_absolute_power_mw,average_power_utilisation_pct,active_hours,idle_hours,observed_physical_soc_min_pct,observed_physical_soc_mean_pct,observed_physical_soc_max_pct,unserved_ok,benchmark_available,benchmark_success,headroom_success,success,effective_success_mode
4d0253c07954609d2470ad4e,WP2033,north-west,5041-17010-2,5041-17010-2,1,Sorne Hill,1.000000,health_aware,10.0,90.0,90.0,100.0,75.0,300.0,240.0,4.0,3.2,True,,-4050379.102749671,2739.650950805598,920.9393219971485,338.01043368136015,1.5645898340627096,0.41785162647243573,0.41785162647243573,41.785162647243574,0.0,63.0,63.0,100.0,64.42581138931294,1596.5548054003189,1436.8993248602865,3033.4541302606053,5.055756883767676,6.319696104709594,0,0.0,18.056274584884555,24.075032779846072,67,101,10.0,33.12428540716761,90.0,True,True,False,False,False,benchmark
4e08d5d7256584510c240066,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,150.0,350.0,350.0,2.3333333333333335,2.3333333333333335,True,,-4100059.3656979315,2447.5956254522885,1212.9946473504579,1261.4386977478935,2.0607645353891013,1.5594021930285034,1.5594021930285034,155.94021930285032,0.0,68.0,68.0,100.0,65.46234409822725,2080.3349572197267,2080.3349572197267,4160.669914439453,5.943814163484934,5.943814163484934,0,0.0,24.76589234785389,16.51059489856926,67,101,0.0,24.68323142047178,100.0,True,True,True,False,True,benchmark
5259f3556228e7f29aa4951e,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,50.0,850.0,850.0,17.0,17.0,True,,-4131367.5570013034,2213.7748674555614,1446.8154053471849,1176.9557502141615,2.458004149570381,1.454963591380385,1.454963591380385,145.49635913803849,0.0,63.0,63.0,100.0,66.32243460924812,2287.348863271888,2287.3488632718877,4574.697726543776,2.6909986626728095,2.6909986626728095,0,0.0,27.23034361037962,54.46068722075924,109,59,0.0,37.97044573820482,100.0,True,True,True,False,True,benchmark
5727d5ca7ee22596d2015718,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,150.0,150.0,150.0,1.0,1.0,True,,-4023870.9753743457,3047.5956254522885,612.9946473504579,736.7871997270122,1.0414206133575776,0.9108231554184151,0.9108231554184151,91.08231554184151,0.0,65.0,65.0,100.0,64.0725575902778,1108.986111391431,1108.986111391431,2217.972222782862,7.39324074260954,7.39324074260954,0,0.0,13.20221561180275,8.801477074535166,49,119,0.0,21.804198543192975,100.0,True,True,False,False,False,benchmark
57c5b00efcf84bdcea2f579f,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,100.0,300.0,240.0,3.0,2.4,True,,-4053104.5151114585,2738.6489870118767,921.9412857908696,557.9124054760687,1.5662920769014186,0.6896964792426766,0.6896964792426766,68.96964792426766,0.0,62.0,62.0,100.0,64.54511960169188,1629.6799835486645,1466.711985193798,3096.3919687424623,5.160653281237437,6.450816601546796,0,0.0,18.430904575847993,18.430904575847993,60,108,10.0,32.09941419687847,90.0,True,True,False,False,False,benchmark
584e6861c87fcaa3d145311f,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,120.0,480.0,384.0,4.0,3.2,True,,-4096999.555868957,2283.281003947631,1377.3092688551155,864.0341652777715,2.3399197199419066,1.068127031928896,1.068127031928896,106.8127031928896,0.0,66.0,66.0,100.0,65.34037329743798,2323.5967067129664,2091.237036041669,4414.833742754636,4.598785148702746,5.748481435878432,0,0.0,26.278772278301403,21.898976898584504,70,98,10.0,32.96578405452344,90.0,True,True,True,False,True,benchmark
5d6e2d05c44e6df4d6c6000e,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,80.0,1075.0,860.0,13.4375,10.75,True,,-4158641.7294263793,1658.0171577135384,2002.573115089208,1672.331082880868,3.402184555483199,2.067351162422758,2.067351162422758,206.73511624227578,0.0,69.0,69.0,100.0,67.33646149037381,3278.652554513791,2950.7872990624132,6229.439853576205,2.8974138853842812,3.6217673567303517,0,0.0,37.07999912842979,46.34999891053724,103,65,10.0,36.73243595311811,90.0,True,True,True,False,True,benchmark
6017a96fa3d971abd1bf57bc,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,80.0,160.0,160.0,2.0,2.0,True,,-4028025.9753743443,3017.595625452288,642.9946473504583,736.9333561039457,1.0923878094591546,0.9110038352842874,0.9110038352842874,91.10038352842874,0.0,60.0,60.0,100.0,64.14204691567527,1158.986111391431,1158.986111391431,2317.972222782862,7.243663196196444,7.243663196196444,0,0.0,13.797453707040843,17.246817133801052,56,112,0.0,26.218039686592316,100.0,True,True,False,False,False,benchmark
6077554e78d8b9bf5120730a,WP2033,north-west,5041-17010-2,5041-17010-2,2,Croaghonagh;Binbane,0.500000;0.500000,health_aware,10.0,90.0,90.0,100.0,75.0,300.0,240.0,4.0,3.2,True,,-4050427.8309448883,2739.6509508055974,920.9393219971489,-152.31119942229998,1.5645898340627105,-0.18828851439707858,-0.18828851439707858,-18.828851439707858,0.0,63.0,63.0,100.0,64.3739554933467,1596.5548054003184,1436.8993248602867,3033.454130260605,5.055756883767675,6.319696104709593,0,0.0,18.05627458488455,24.07503277984607,70,98,10.0,32.91797717717817,90.0,True,True,False,False,False,benchmark
642a075829f6f5bfd4e7adb1,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,theoretical,0.0,100.0,100.0,100.0,190.0,190.0,190.0,1.0,1.0,True,,-4040490.975374345,2927.5956254522885,732.9946473504579,889.9408919519337,1.2452893977638824,1.1001531672155374,1.1001531672155374,110.01531672155373,0.0,63.0,63.0,100.0,64.256942763918,1308.986111391431,1308.986111391431,2617.972222782862,6.889400586270689,6.889400586270689,0,0.0,15.583167992755131,8.201667364607964,55,113,0.0,26.805366870059856,100.0,True,True,True,False,True,benchmark
