scenario,scope,selected_line,target_mode,target_label,target_lines,dlr_scope,dlr_lines,baseline_wind_dispatch_down_mwh,target_relaxed_wind_dispatch_down_mwh,all_relaxed_wind_dispatch_down_mwh,target_attributable_wind_mwh,baseline_wind_constraint_component_mwh,baseline_target_binding_hours,baseline_target_max_loading_pct,wind_threshold,wind_exponent,forecast_derate,sensor_availability,neighbour_hops,cable_x_per_km_threshold,model_limitation
WP2033,north-west,5041-17010-2,line,5041-17010-2,5041-17010-2,target,5041-17010-2,3660.5902728027468,3071.9763741646725,3071.976374164673,588.6138986380743,588.6138986380738,52,100.0,0.2,1.0,0.2,1.0,2,0.2,wind-availability proxy; no measured conductor/weather data
