npv_eur,irr,irr_status,all_irrs,simple_payback_years,discounted_payback_years,sustained_discounted_payback_years,lifecycle_cost_pv_eur,equivalent_annual_cost_eur,lcos_eur_mwh,delivered_lcoe_eur_mwh,hybrid_levelised_export_cost_eur_mwh,additional_break_even_payment_eur_kw_year,initial_capex_eur,undiscounted_lifetime_replacements_eur,year_1_net_cashflow_eur,lifetime_net_renewable_gain_mwh,lifetime_battery_discharge_mwh,lifetime_efc,battery_energy_capex_eur,battery_power_capex_eur,battery_other_bop_capex_eur,wind_capex_eur,connection_capex_eur,shared_site_capex_eur,contingency_eur,block_hours,annualisation_factor,year_1_project_wind_acceptance_ratio,year_1_added_wind_available_mwh,year_1_total_dispatch_down_change_mwh,year_1_net_renewable_gain_proxy_mwh,block_binding_branch_hours,block_unserved_mwh,new_binding_branches,year_1_passive_constraint_dd_mwh,year_1_passive_constraint_relief_mwh,bus,wind_mw,battery_mw,battery_mwh,maintenance,connection_export_mw,connection_import_mw,case_id,technology,years,assumptions_status,result_scope,pareto_within_technology
-19548604.283757467,-0.24992875453036734,unique,-0.2499287545,,,,41249816.864591695,15718311.425316487,,133.05649026596558,,,38005000.0,0.0,7293005.204925792,184344.24386612192,0.0,0.0,0.0,0.0,0.0,32500000.0,1750000.0,300000.0,3455000.0,24.0,365.0,1.0,118471.68149893987,56844.65279841523,61627.028700524716,13.0,0.0,,65528.38716894024,-3954.7554952482315,Ardnagappary,25.0,0.0,0.0,replace,,,wind_9b2f3a3485,wind,3,illustrative_not_an_irish_market_forecast,SMOKE_ONLY,True
