snapshot,duration_h,project_wind_mw,battery_charge_mw,battery_discharge_mw,battery_soc_mwh,pcc_export_mw,pcc_import_mw,charge_mw__Croaghonagh,discharge_mw__Croaghonagh,soc_mwh__Croaghonagh
2030-01-14 06:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-14 07:00:00,1.0,0.0,15.832858067698083,0.0,46.0203680092295,0.0,15.832858067698083,15.832858067698083,-0.0,46.0203680092295
2030-01-14 08:00:00,1.0,0.0,27.711229372954776,0.0,72.3095484837985,0.0,27.711229372954776,27.711229372954776,-0.0,72.3095484837985
2030-01-14 09:00:00,1.0,0.0,85.0,0.0,152.94762881809217,0.0,85.0,85.0,-0.0,152.94762881809217
2030-01-14 10:00:00,1.0,0.0,47.87086579993317,0.0,198.36191966570632,0.0,47.87086579993317,47.87086579993317,-0.0,198.36191966570632
2030-01-14 11:00:00,1.0,0.0,85.0,0.0,279.0,0.0,85.0,85.0,-0.0,279.0
2030-01-14 12:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-14 13:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-14 14:00:00,1.0,0.0,0.0,85.0,189.40213296189592,85.0,0.0,-0.0,85.0,189.40213296189592
2030-01-14 15:00:00,1.0,0.0,59.47827659237774,0.0,245.82818056191354,0.0,59.47827659237774,59.47827659237774,-0.0,245.82818056191354
2030-01-14 16:00:00,1.0,0.0,0.0,0.0,245.82818056191354,0.0,0.0,-0.0,-0.0,245.82818056191354
2030-01-14 17:00:00,1.0,0.0,34.96616785206669,0.0,279.0,0.0,34.96616785206669,34.96616785206669,-0.0,279.0
2030-01-14 18:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-14 19:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-14 20:00:00,1.0,0.0,0.0,85.0,189.40213296189592,85.0,0.0,-0.0,85.0,189.40213296189592
2030-01-14 21:00:00,1.0,0.0,0.0,65.2734579165274,120.59786703810408,65.2734579165274,0.0,-0.0,65.2734579165274,120.59786703810408
2030-01-14 22:00:00,1.0,0.0,0.0,85.0,31.0,85.0,0.0,-0.0,85.0,31.0
2030-01-14 23:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-15 00:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-15 01:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-15 02:00:00,1.0,0.0,0.0,0.0,31.0,0.0,0.0,-0.0,-0.0,31.0
2030-01-15 03:00:00,1.0,0.0,73.31234670177165,0.0,100.55019885685942,0.0,73.31234670177165,73.31234670177165,-0.0,100.55019885685942
2030-01-15 04:00:00,1.0,0.0,85.0,0.0,181.1882791911531,0.0,85.0,85.0,-0.0,181.1882791911531
2030-01-15 05:00:00,1.0,0.0,85.0,0.0,261.8263595254468,0.0,85.0,85.0,-0.0,261.8263595254468
2030-01-15 06:00:00,1.0,0.0,18.10260653881438,0.0,279.0,0.0,18.10260653881438,18.10260653881438,-0.0,279.0
2030-01-15 07:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 08:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 09:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 10:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 11:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 12:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 13:00:00,1.0,0.0,0.0,0.0,279.0,0.0,0.0,-0.0,-0.0,279.0
2030-01-15 14:00:00,1.0,0.0,0.0,65.2734579165274,210.19573407620817,65.2734579165274,0.0,-0.0,65.2734579165274,210.19573407620817
2030-01-15 15:00:00,1.0,0.0,0.0,0.0,210.19573407620817,0.0,0.0,-0.0,-0.0,210.19573407620817
2030-01-15 16:00:00,1.0,0.0,0.0,0.0,210.19573407620817,0.0,0.0,-0.0,-0.0,210.19573407620817
2030-01-15 17:00:00,1.0,0.0,0.0,0.0,210.19573407620817,0.0,0.0,-0.0,-0.0,210.19573407620817
2030-01-15 18:00:00,1.0,0.0,0.0,0.0,210.19573407620817,0.0,0.0,-0.0,-0.0,210.19573407620817
