snapshot,baseline_target_loading_pct,target_relaxed_loading_pct,recommended_target_loading_pct,battery_charge_mw,battery_discharge_mw,battery_net_injection_mw,battery_model_usable_soc_mwh,battery_physical_soc_pct,baseline_dispatch_down_mw,recommended_dispatch_down_mw
2030-01-17 23:00:00,12.678378630253242,12.678378630253242,12.678378630253242,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 00:00:00,24.95794097978326,24.95794097978326,24.95794097978326,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 01:00:00,24.74502633930884,24.74502633930884,24.74502633930884,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 02:00:00,28.96805132126719,28.96805132126719,28.96805132126719,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 03:00:00,30.40382693641145,30.40382693641145,30.40382693641145,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 04:00:00,35.71823374585424,35.71823374585424,35.71823374585424,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 05:00:00,13.76468634642988,13.76468634642988,13.76468634642988,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 06:00:00,28.510292232817275,28.510292232817275,28.510292232817275,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 07:00:00,20.796236493696924,20.796236493696924,20.796236493696924,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 08:00:00,3.460921486582322,3.460921486582322,3.460921486582322,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 09:00:00,13.756182547279952,13.756182547279952,13.756182547279952,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 10:00:00,15.54965362458845,15.54965362458845,15.54965362458845,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 11:00:00,21.47393657806737,21.47393657806737,21.47393657806737,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 12:00:00,67.70453529736615,67.70453529736615,67.70453529736615,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 13:00:00,48.35989595491926,48.35989595491926,48.35989595491926,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 14:00:00,68.05118818536052,68.05118818536052,68.05118818536052,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 15:00:00,92.05645642468023,92.05645642468023,92.05645642468023,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 16:00:00,100.0,129.4669398720975,100.0,75.72319228156094,0.0,-75.72319228156094,71.83732779258445,38.96666443249372,0.0,0.0
2030-01-18 17:00:00,100.0,114.34716324698951,100.0,36.86887766297923,0.0,-36.86887766297923,106.8142162493205,53.070248487629236,0.0,0.0
2030-01-18 18:00:00,66.308119452043,66.308119452043,72.66389337002391,0.0,16.33286295008614,16.33286295008614,89.59786703810408,46.12817219278391,0.0,0.0
2030-01-18 19:00:00,57.13693824452216,57.13693824452216,90.21385713371953,0.0,85.0,85.0,0.0,10.0,0.0,0.0
2030-01-18 20:00:00,80.18113286454631,80.18113286454631,80.18113286454631,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 21:00:00,85.096524538262,85.096524538262,85.096524538262,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 22:00:00,87.67241400790688,87.67241400790688,87.67241400790688,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2030-01-18 23:00:00,100.0,119.08940110301258,100.0,0.0,0.0,0.0,0.0,10.0,22.192213410010368,22.192213410010254
2030-01-19 00:00:00,96.86516485289435,96.86516485289435,96.86516485289435,0.0,0.0,0.0,0.0,10.0,114.12775402067984,114.12775402067984
2030-01-19 01:00:00,84.01895971883346,84.01895971883346,84.01895971883347,0.0,0.0,0.0,0.0,10.0,242.10046108153017,242.10046108153006
2030-01-19 02:00:00,85.18147989396425,85.18147989396425,85.18147989396425,0.0,0.0,0.0,0.0,10.0,213.1931128762758,213.1931128762758
2030-01-19 03:00:00,87.3204653465662,87.3204653465662,87.32046534656618,0.0,0.0,0.0,0.0,10.0,219.93788617115547,219.93788617115558
2030-01-19 04:00:00,88.94462692154612,88.94462692154612,88.94462692154612,85.0,0.0,-85.0,80.63808033429368,42.51535497350552,217.97069395971323,132.97069395971312
