trial_key,scenario,scope,target_label,target_lines,site_count,sites,allocations,model,soc_min_pct,soc_max_pct,round_trip_efficiency_pct,state_of_health_pct,power_mw,nameplate_energy_mwh,usable_energy_mwh,nameplate_duration_hours,usable_duration_hours,solve_ok,error,objective,total_dispatch_down_mwh,dispatch_down_saved_mwh,affected_generator_gain_mwh,total_recovery_fraction,affected_recovery_fraction,target_recovery_fraction,target_recovery_pct,unserved_mwh,target_binding_hours,target_binding_line_hours,target_max_loading_pct,target_mean_max_loading_pct,charge_mwh,discharge_mwh,throughput_mwh,equivalent_full_cycles_nameplate,equivalent_full_cycles_usable,simultaneous_charge_discharge_hours,simultaneous_charge_discharge_mwh,average_absolute_power_mw,average_power_utilisation_pct,active_hours,idle_hours,observed_physical_soc_min_pct,observed_physical_soc_mean_pct,observed_physical_soc_max_pct,unserved_ok,benchmark_available,benchmark_success,headroom_success,success,effective_success_mode,renewable_capacity_mw,peak_load_mw,is_target_endpoint,site,site_pair
37de731d6fe7b6dad456d29d,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,57.5,46.0,0.5,0.4,True,,-3968105.864302961,3415.477710164253,245.11256263849327,877.5961070876001,0.41642333489853217,1.084892429912745,0.41642333489853217,41.642333489853215,0.0,56.0,56.0,100.0,62.726909200483824,504.22290032371404,453.80061029134265,958.0235106150567,8.330639222739624,10.413299028424529,0,0.0,5.702520896518195,4.958713823059299,40,128,10.0,34.827626248676175,90.0,True,True,False,False,False,benchmark,,,,,
0ff5353bea63d52b8c174827,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,115.0,92.0,1.0,0.8,True,,-3992244.316322251,3221.524680340592,439.0655924621542,947.0589156616188,0.7459314050824449,1.1707629967644149,0.7459314050824449,74.59314050824449,0.0,59.0,59.0,100.0,63.41194121642219,843.6407025151202,759.2766322636082,1602.9173347787284,6.969205803385776,8.71150725423222,0,0.0,9.541174611778144,8.296673575459256,46,122,10.0,32.080421289800334,90.0,True,True,False,False,False,benchmark,,,,,
54b557a66412bb9b3e886a26,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,172.5,138.0,1.5,1.2,True,,-4012651.1998203746,3061.201308349052,599.3889644536944,979.9410003735902,1.0183058297477374,1.211412134215758,1.0183058297477374,101.83058297477375,0.0,59.0,59.0,100.0,63.85300879161585,1097.8654413275283,988.0788971947752,2085.9443385223035,6.046215473977691,7.557769342472114,0,0.0,12.416335348347044,10.796813346388733,51,117,10.0,29.94425610057587,90.0,True,True,True,False,True,benchmark,,,,,
dc884b389875e523d36ce3a1,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,230.0,184.0,2.0,1.6,True,,-4031139.1110584848,2915.7365359813066,744.8537368214397,993.4646916071943,1.2654368823856714,1.2281302464832613,1.2281302464832613,122.81302464832613,0.0,61.0,61.0,100.0,64.17594877226655,1336.375231101382,1202.737707991244,2539.112939092626,5.519810737157883,6.8997634214473536,0,0.0,15.113767494598964,13.142406517042579,54,114,10.0,28.652143899347546,90.0,True,True,True,False,True,benchmark,,,,,
a6b2e3931c53c4393f1ca2da,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,290.0,232.0,2.5217391304347827,2.017391304347826,True,,-4050049.5314662904,2763.947208293224,896.6430645095224,1044.0611341698896,1.5233127633991688,1.2906780370596658,1.2906780370596658,129.06780370596658,0.0,63.0,63.0,100.0,64.49238091177398,1589.3574439148524,1430.421699523367,3019.7791434382193,5.206515764548654,6.508144705685817,0,0.0,17.974875853798927,15.630326829390372,57,111,10.0,28.43609149460444,90.0,True,True,True,False,True,benchmark,,,,,
e18e5ac4b6d48adae334310b,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,345.0,276.0,3.0,2.4,True,,-4065677.298466484,2624.806991245816,1035.7832815569304,1090.4412065190263,1.7596989876615394,1.3480135117547025,1.3480135117547025,134.80135117547024,0.0,64.0,64.0,100.0,64.78244370632244,1789.4231899141955,1610.480870922776,3399.9040608369714,4.927397189618799,6.159246487023499,0,0.0,20.23752417164864,17.597847105781426,60,108,10.0,28.78642657710849,90.0,True,True,True,False,True,benchmark,,,,,
659727ba96b2c9f9c413aaeb,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,430.0,344.0,3.739130434782609,2.991304347826087,True,,-4087513.589284942,2409.7721103543663,1250.81816244838,1233.6133850583428,2.125023152430659,1.5250042839527338,1.5250042839527338,152.5004283952734,0.0,66.0,66.0,100.0,65.08461740846285,2147.814658066612,1933.0331922599507,4080.847850326563,4.745171918984376,5.931464898730469,0,0.0,24.290761013848584,21.12240088160746,68,100,10.0,30.489958441063024,90.0,True,True,True,False,True,benchmark,,,,,
45c8c6a72d8ba6cd709080a0,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,460.0,368.0,4.0,3.2,True,,-4093177.983822339,2333.8774465103247,1326.7128262924216,1284.2098276210381,2.2539610929374083,1.5875520745291385,1.5875520745291385,158.75520745291385,0.0,66.0,66.0,100.0,65.24283347821654,2256.1347832960405,2030.5213049664364,4286.656088262477,4.659408791589649,5.824260989487061,0,0.0,25.515810049181407,22.187660912331662,69,99,10.0,31.33038727090843,90.0,True,True,True,False,True,benchmark,,,,,
cc583b92a735b4c1fba948d9,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,570.0,456.0,4.956521739130435,3.965217391304348,True,,-4112574.1300787483,2055.5970124155074,1604.993260387239,1390.1649921701246,2.7267335414621514,1.7185348295813883,1.7185348295813883,171.8534829581388,0.0,70.0,70.0,100.0,65.82295906731349,2627.1753620891304,2364.4578258802176,4991.633187969348,4.3786256034818845,5.473282004352355,0,0.0,29.712102309341358,25.836610703775094,77,91,10.0,33.337190536952576,90.0,True,True,True,False,True,benchmark,,,,,
4e46cb01ca1091587000bcda,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,575.0,460.0,5.0,4.0,True,,-4113455.7730904035,2042.9479017748338,1617.6423710279125,1398.5977325972417,2.7482231982132763,1.728959461344124,1.728959461344124,172.89594613441238,0.0,70.0,70.0,100.0,65.84932841227244,2644.040842943362,2379.636758649025,5023.677601592387,4.36841530573251,5.460519132165638,0,0.0,29.902842866621352,26.002472057931612,77,91,10.0,33.40755037079275,90.0,True,True,True,False,True,benchmark,,,,,
138922192052d4d6d5194599,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,690.0,552.0,6.0,4.8,True,,-4131792.7408948517,1780.5115106583871,1880.0787621443592,1533.49924468885,3.194078098554006,1.8957259591327926,1.8957259591327926,189.57259591327926,0.0,70.0,70.0,100.0,66.31297573068845,2967.231900560354,2670.508710504318,5637.740611064672,4.085319283380197,5.106649104225246,0,0.0,33.557979827765905,29.180852024144265,84,84,10.0,34.11667841675238,90.0,True,True,True,False,True,benchmark,,,,,
76a9cccafbf1dcbd19af9911,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,710.0,568.0,6.173913043478261,4.939130434782609,True,,-4134801.289704571,1752.964541845922,1907.6257309568243,1533.49924468885,3.240877823936303,1.8957259591327926,1.8957259591327926,189.57259591327926,0.0,70.0,70.0,100.0,66.38329398391232,3011.6443502270504,2710.479915204345,5722.1242654313955,4.029664975655912,5.037081219569891,0,0.0,34.06026348471069,29.61762042148756,84,84,10.0,34.030384405315374,90.0,True,True,True,False,True,benchmark,,,,,
588e503d6777e484924ab4a6,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,850.0,680.0,7.391304347826087,5.913043478260869,True,,-4155827.4846855407,1634.9061758663024,2025.684096936444,1547.0182086659406,3.441447953613467,1.9124382275220422,1.9124382275220422,191.2438227522042,0.0,70.0,70.0,100.0,66.87552175647944,3247.761082186289,2922.98497396766,6170.746056153949,3.6298506212670287,4.537313276583786,0,0.0,36.73063128663065,31.93967937967882,87,81,10.0,33.040107363895146,90.0,True,True,True,False,True,benchmark,,,,,
9975ad96a41ef4931e10b179,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,920.0,736.0,8.0,6.4,True,,-4166340.582176027,1575.8769928764927,2084.7132799262536,1582.4028112126762,3.541733018452049,1.956181000682034,1.956181000682034,195.6181000682034,0.0,70.0,70.0,100.0,67.121635642763,3365.8194481659084,3029.237503349318,6395.0569515152265,3.475574430171319,4.344468037714148,0,0.0,38.06581518759064,33.10070885877447,89,79,10.0,32.93308597338558,90.0,True,True,True,False,True,benchmark,,,,,
fd3f727b02a7c9d5f390e2dd,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,1060.0,848.0,9.217391304347826,7.373913043478261,True,,-4183259.406250794,1457.8186268968734,2202.771645905873,1683.8592911180458,3.7423031481292126,2.0816024401414768,2.0816024401414768,208.16024401414768,0.0,70.0,70.0,100.0,67.6138634153301,3585.773127958354,3227.195815162518,6812.968943120872,3.213664595811732,4.017080744764665,0,0.0,40.55338656619567,35.263814405387535,92,76,10.0,32.93661795625134,90.0,True,True,True,False,True,benchmark,,,,,
c3c07af4d64b172ec9caa30a,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,1150.0,920.0,10.0,8.0,True,,-4192298.4607146177,1381.9239630528327,2278.6663097499136,1749.8205158372948,3.8712410886359603,2.163144316624007,2.163144316624007,216.3144316624007,0.0,70.0,70.0,100.0,67.93029555483753,3737.5624556464363,3363.806210081792,7101.368665728229,3.087551593794882,3.8594394922436024,0,0.0,42.27005158171565,36.75656659279622,96,72,10.0,33.0183273752746,90.0,True,True,True,False,True,benchmark,,,,,
be7c0555733976415145c047,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,1380.0,1104.0,12.0,9.6,True,,-4214277.382358046,1187.970933229172,2472.6193395735745,1749.8205158372948,4.200749158819873,2.163144316624007,2.163144316624007,216.3144316624007,0.0,71.0,71.0,100.0,68.65987984508257,4087.5367315858816,3678.7830584272933,7766.3197900131745,2.8138839818888313,3.5173549773610393,0,0.0,46.22809398817366,40.19834259841188,100,68,10.0,35.50930002674006,90.0,True,True,True,False,True,benchmark,,,,,
c51355603e4b7e14e9646faf,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,1420.0,1136.0,12.347826086956522,9.878260869565217,True,,-4217297.98997904,1154.2399715207093,2506.350301282037,1749.8205158372948,4.258054910156205,2.163144316624007,2.163144316624007,216.3144316624007,0.0,71.0,71.0,100.0,68.73019809830645,4121.267693294344,3709.1409239649097,7830.408617259254,2.7571861328377656,3.4464826660472068,0,0.0,46.60957510273366,40.53006530672492,101,67,10.0,36.22794290575175,90.0,True,True,True,False,True,benchmark,,,,,
b0c694732753e3c8c2158957,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,1840.0,1472.0,16.0,12.8,True,,-4248903.739949097,1045.9094299552996,2614.680842847447,1772.0127292473117,4.442098375348012,2.1905785362349337,2.1905785362349337,219.05785362349337,0.0,72.0,72.0,100.0,69.39114045079234,4229.598234859754,3806.638411373777,8036.23664623353,2.1837599582156333,2.7296999477695416,0,0.0,47.834741941866255,41.595427775535875,105,63,10.0,39.94434641387055,90.0,True,True,True,False,True,benchmark,,,,,
5dc25237d27196811ec0a88d,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,2300.0,1840.0,20.0,16.0,True,,-4283283.843974022,1045.9094299552996,2614.680842847447,1772.0127292473117,4.442098375348012,2.1905785362349337,2.1905785362349337,219.05785362349337,0.0,72.0,72.0,100.0,70.19980036286687,4561.09985240853,4104.989867167676,8666.089719576205,1.8839325477339575,2.354915684667447,0,0.0,51.5838673784298,44.85553685080853,109,59,10.0,41.31959115209094,90.0,True,True,True,False,True,benchmark,,,,,
623f27f73d94a768fcc1c18d,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,115.0,2760.0,2208.0,24.0,19.2,True,,-4317354.18337197,1045.9094299552999,2614.6808428474465,1772.0127292473117,4.442098375348011,2.1905785362349337,2.1905785362349337,219.05785362349337,0.0,72.0,72.0,100.0,71.0084602749414,4943.70158886224,4449.331429976016,9393.033018838256,1.7016364164562057,2.1270455205702574,0,0.0,55.91091082641819,48.61818332732016,113,55,10.0,43.76815224159692,90.0,True,True,True,False,True,benchmark,,,,,
65d1751ad22bb78b35c4697a,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,72.5,58.0,0.5,0.4,True,,-3974504.4169205455,3364.881267601559,295.7090052011872,771.1726251293658,0.5023819619030307,0.9533307365449334,0.5023819619030307,50.23819619030307,0.0,59.0,59.0,100.0,62.9035570545821,592.7666748084289,533.4900073275859,1126.2566821360147,7.767287463006998,9.709109328758746,0,0.0,6.703908822238183,4.6233853946470225,42,126,10.0,30.229914732539424,90.0,True,True,False,False,False,benchmark,,,,,
b410d0eb42c8e16cbd97fcee,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,145.0,116.0,1.0,0.8,True,,-4003149.0824978477,3130.771416872756,529.8188559299901,872.9015856926562,0.9001127176165518,1.079089019115562,0.9001127176165518,90.01127176165518,0.0,62.0,62.0,100.0,63.65169603463582,981.9152604546875,883.7237344092188,1865.6389948639062,6.433237913323815,8.041547391654769,0,0.0,11.10499401704706,7.658616563480732,47,121,10.0,29.10344017241752,90.0,True,True,False,False,False,benchmark,,,,,
d783badb4524f16de4613291,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,217.5,174.0,1.5,1.2,True,,-4027199.4401401915,2947.3593125829907,713.2309602197556,929.5726062587855,1.2117127405078592,1.1491462592412707,1.1491462592412707,114.91462592412707,0.0,65.0,65.0,100.0,64.10208784925479,1283.6706034319093,1155.3035430887182,2438.9741465206275,5.606837118438224,7.0085463980477805,0,0.0,14.51770325309897,10.012209140068256,54,114,10.0,27.631628513018615,90.0,True,True,True,False,True,benchmark,,,,,
5ee74da4edb14b87ef647b47,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,290.0,232.0,2.0,1.6,True,,-4050049.5314662913,2763.9472082932243,896.643064509522,1112.984710548546,1.523312763399168,1.3758820000807248,1.3758820000807248,137.58820000807248,0.0,66.0,66.0,100.0,64.42168268771698,1589.3574439148524,1430.4216995233671,3019.7791434382198,5.206515764548655,6.508144705685819,0,0.0,17.974875853798927,12.396466106068226,58,110,10.0,29.220250896649286,90.0,True,True,True,False,True,benchmark,,,,,
985f5eb5dddfee4ef3081d6d,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,430.0,344.0,2.9655172413793105,2.372413793103448,True,,-4088660.9433190995,2409.7721103543654,1250.818162448381,1302.4414379886584,2.1250231524306606,1.610090160002865,1.610090160002865,161.0090160002865,0.0,67.0,67.0,100.0,65.07667984784847,2147.814658066612,1933.0331922599505,4080.8478503265624,4.745171918984375,5.931464898730469,0,0.0,24.290761013848584,16.75224897506799,65,103,10.0,32.42751597393782,90.0,True,True,True,False,True,benchmark,,,,,
b4cd920374e7a6f17494e7f5,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,435.0,348.0,3.0,2.4,True,,-4090012.922428077,2397.1229997136925,1263.4672730890538,1302.4414379886584,2.146512809181784,1.610090160002865,1.610090160002865,161.0090160002865,0.0,67.0,67.0,100.0,65.1030491928074,2168.8965091344007,1952.0068582209608,4120.903367355361,4.73667053719007,5.920838171487588,0,0.0,24.529186710448585,16.91668048996454,65,103,10.0,32.47950993694446,90.0,True,True,True,False,True,benchmark,,,,,
5a1b50d1029ba684dc4275a9,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,570.0,456.0,3.9310344827586206,3.1448275862068966,True,,-4114344.130078749,2055.597012415507,1604.9932603872394,1440.9120402767076,2.7267335414621523,1.7812688001250319,1.7812688001250319,178.1268800125032,0.0,70.0,70.0,100.0,65.81502150669911,2627.1753620891304,2364.457825880217,4991.633187969348,4.3786256034818845,5.473282004352355,0,0.0,29.712102309341358,20.491105040925074,72,96,10.0,33.55942042035717,90.0,True,True,True,False,True,benchmark,,,,,
6e05d15392918532f658081d,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,580.0,464.0,4.0,3.2,True,,-4116107.416102057,2030.2987911341602,1630.2914816685861,1454.427023988159,2.7697128549644012,1.79797614807306,1.79797614807306,179.79761480730602,0.0,70.0,70.0,100.0,65.86776019661703,2660.9063237975934,2394.815691417834,5055.722015215428,4.358381047599507,5.447976309499383,0,0.0,30.09358342390135,20.75419546475955,72,96,10.0,33.68518952880452,90.0,True,True,True,False,True,benchmark,,,,,
2c4d00d2f5db2c41434fb01d,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,710.0,568.0,4.896551724137931,3.9172413793103447,True,,-4138672.554234992,1703.344855611651,1957.2454171910954,1562.3082275695342,3.325177033229662,1.9313398904029098,1.9313398904029098,193.13398904029097,0.0,70.0,70.0,100.0,66.52827242350602,3087.373048377855,2778.6357435400687,5866.008791917924,4.130992106984453,5.163740133730567,0,0.0,34.91671899951145,24.080495861732036,76,92,10.0,34.5282834345032,90.0,True,True,True,False,True,benchmark,,,,,
1b35bc2c8849701aa6e40581,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,725.0,580.0,5.0,4.0,True,,-4140931.052939884,1678.046634330304,1982.5436384724424,1574.9573382102099,3.3681563467319116,1.9469768380470132,1.9469768380470132,194.6976838047013,0.0,70.0,70.0,100.0,66.58101111342391,3125.3203802998755,2812.788342269888,5938.108722569763,4.095247394875699,5.119059243594624,0,0.0,35.34588525339145,24.37647258854583,76,92,10.0,34.400974433178234,90.0,True,True,True,False,True,benchmark,,,,,
12242e914ddf9489f2fc6b3e,WP2033,north-west,5041-17010-2,5041-17010-2,1,Croaghonagh,1.000000,health_aware,10.0,90.0,90.0,100.0,145.0,850.0,680.0,5.862068965517241,4.689655172413793,True,,-4159725.966419159,1524.8038158613629,2135.786456941383,1636.0587661942482,3.62850157273407,2.0225109888270656,2.0225109888270656,202.25109888270657,0.0,72.0,72.0,100.0,67.0205001960731,3383.9724541077626,3045.575208696986,6429.547662804749,3.782086860473382,4.727608575591727,0,0.0,38.27111704050445,26.393873821037552,81,87,10.0,33.82697179795884,89.99999999999999,True,True,True,False,True,benchmark,,,,,
