snapshot,5041-17010-2
2030-01-16 08:00:00,1.0281928989053313
2030-01-16 09:00:00,1.0061513940637998
2030-01-16 10:00:00,1.0026773799083306
2030-01-16 11:00:00,1.0
2030-01-16 12:00:00,1.012594272377185
2030-01-16 13:00:00,1.0401921084160173
2030-01-16 14:00:00,1.0636894355901654
2030-01-16 15:00:00,1.0711488302866707
2030-01-16 16:00:00,1.1050013077479768
2030-01-16 17:00:00,1.1946452642648364
2030-01-16 18:00:00,1.1279144984973173
2030-01-16 19:00:00,1.1254545978726522
2030-01-16 20:00:00,1.099136187869653
2030-01-16 21:00:00,1.082269115519989
2030-01-16 22:00:00,1.0885461009912114
2030-01-16 23:00:00,1.085113926487184
2030-01-17 00:00:00,1.1254354781653968
2030-01-17 01:00:00,1.1203800885331732
2030-01-17 02:00:00,1.1451195730913255
2030-01-17 03:00:00,1.1503850188247386
2030-01-17 04:00:00,1.1255469174088575
2030-01-17 05:00:00,1.1179908043768267
2030-01-17 06:00:00,1.103338565773334
2030-01-17 07:00:00,1.0489517501871606
2030-01-17 08:00:00,1.069245978139316
2030-01-17 09:00:00,1.0187534949273873
2030-01-17 10:00:00,1.0146858275572257
2030-01-17 11:00:00,1.0070780849536156
2030-01-17 12:00:00,1.0261677536568656
2030-01-17 13:00:00,1.011266974132013
2030-01-17 14:00:00,1.0
2030-01-17 15:00:00,1.0
2030-01-17 16:00:00,1.0
2030-01-17 17:00:00,1.0
2030-01-17 18:00:00,1.0
2030-01-17 19:00:00,1.0
2030-01-17 20:00:00,1.0
2030-01-17 21:00:00,1.0
2030-01-17 22:00:00,1.0
2030-01-17 23:00:00,1.0
2030-01-18 00:00:00,1.0106819749261609
2030-01-18 01:00:00,1.0049197157862657
2030-01-18 02:00:00,1.0
2030-01-18 03:00:00,1.0
2030-01-18 04:00:00,1.0
2030-01-18 05:00:00,1.0
2030-01-18 06:00:00,1.0
2030-01-18 07:00:00,1.0
2030-01-18 08:00:00,1.0
2030-01-18 09:00:00,1.0
2030-01-18 10:00:00,1.0
2030-01-18 11:00:00,1.0
2030-01-18 12:00:00,1.0583390061905564
2030-01-18 13:00:00,1.020065601888286
2030-01-18 14:00:00,1.0551022892793425
2030-01-18 15:00:00,1.0897052130297606
2030-01-18 16:00:00,1.1255308325669813
2030-01-18 17:00:00,1.1110904102111427
2030-01-18 18:00:00,1.0571645799430662
2030-01-18 19:00:00,1.0454710696437322
2030-01-18 20:00:00,1.0842536980735655
2030-01-18 21:00:00,1.0831589475747354
2030-01-18 22:00:00,1.0747621192415469
2030-01-18 23:00:00,1.1786119421843764
2030-01-19 00:00:00,1.2347312892998734
2030-01-19 01:00:00,1.2774970570073145
2030-01-19 02:00:00,1.2702086027573516
2030-01-19 03:00:00,1.2700526792829712
2030-01-19 04:00:00,1.2678755359534715
2030-01-19 05:00:00,1.2627469198397627
2030-01-19 06:00:00,1.2389843292790195
2030-01-19 07:00:00,1.2138364721822046
2030-01-19 08:00:00,1.173592053043006
2030-01-19 09:00:00,1.1513897395377106
2030-01-19 10:00:00,1.0913812136653558
2030-01-19 11:00:00,1.0795791564973998
2030-01-19 12:00:00,1.0986013236238636
2030-01-19 13:00:00,1.0618424770659018
2030-01-19 14:00:00,1.0355088015358531
2030-01-19 15:00:00,1.0365942002919275
2030-01-19 16:00:00,1.1581925322027122
2030-01-19 17:00:00,1.2121957920842419
2030-01-19 18:00:00,1.1626670483344843
2030-01-19 19:00:00,1.1473971124720181
2030-01-19 20:00:00,1.1715441437456353
2030-01-19 21:00:00,1.179777627921073
2030-01-19 22:00:00,1.2630089376523483
2030-01-19 23:00:00,1.2768775255205749
2030-01-20 00:00:00,1.2795012677194428
2030-01-20 01:00:00,1.2785148446595584
2030-01-20 02:00:00,1.2655595248886493
2030-01-20 03:00:00,1.222755303022139
2030-01-20 04:00:00,1.1739529332715068
2030-01-20 05:00:00,1.0857081042453889
2030-01-20 06:00:00,1.0952781336783668
2030-01-20 07:00:00,1.0643176220565849
2030-01-20 08:00:00,1.158507279240569
2030-01-20 09:00:00,1.1288999576706136
2030-01-20 10:00:00,1.1482199098375991
2030-01-20 11:00:00,1.1313660223550626
2030-01-20 12:00:00,1.168147454080109
2030-01-20 13:00:00,1.1971054752223802
2030-01-20 14:00:00,1.1057427840426577
2030-01-20 15:00:00,1.1549358011039803
2030-01-20 16:00:00,1.1043674248373974
2030-01-20 17:00:00,1.158143405350516
2030-01-20 18:00:00,1.1277025884174323
2030-01-20 19:00:00,1.141593720560599
2030-01-20 20:00:00,1.1480736130186524
2030-01-20 21:00:00,1.0679431122902419
2030-01-20 22:00:00,1.0203841531145008
2030-01-20 23:00:00,1.0
2030-01-21 00:00:00,1.0
2030-01-21 01:00:00,1.0
2030-01-21 02:00:00,1.0
2030-01-21 03:00:00,1.0
2030-01-21 04:00:00,1.0
2030-01-21 05:00:00,1.0
