scenario,battery_scale_vs_q2,throughput_mwh,efc_week,max_daily_efc,soc_min_pct,soc_mean_pct,soc_max_pct,wind_dispatch_down_mwh
battery_only,1.0,2683.312800396304,6.762381049385846,1.709579964863274,10.0,30.889145188172638,89.99999999999999,2870.1997376748823
selected_DLR_plus_same_full_battery,1.0,2379.548153153341,5.996845144035637,1.6236137023248092,10.0,29.21557699677043,89.99999999999999,2361.6048803144877
selected_DLR_plus_minimum_feasible_scaled_battery,0.732,1848.8365764071218,6.365254606548845,1.55222801299544,10.0,33.01964995389395,90.00000000000001,2529.7469782388325
